Gene name	Ensembl ID	Gene description	Canonical RBD	Pfam ID	Protein Domains	Pfam Description	Excitatory Expression	Inhibitory Expression	Astrocyte Expression	Microglia Expression	Oligodendrocyte Expression	Amygdala expression	Basal ganglia expression	Cerebellum expression	Cortex expression	Hippocampus expression	Hypothalamus expression	Non-brain expression	Accelerated dorsal expression (D2)	NPC expression (D15)	Neural rosette expression (D21)	Neuron expression (D77)	LOEUF	Synapse localization	Autism susceptibility
NSUN5	ENSG00000130305	NOP2/Sun RNA methyltransferase family member 5 [Source:HGNC Symbol;Acc:HGNC:16385]	1	PF01189	Nol1_Nop2_Fmu	16S rRNA methyltransferase RsmF	0.123731115771429	0.0382374672703704	0	0	0	3.15178577113702	3.53148751419955	4.9425825332576	3.87818582370368	3.39512039645882	3.76754886960256	4.50840329738742	2.38615055368284	1.55490074001803	1.58393258340696	1.365517469739	1.298	0	0
NSUN6	ENSG00000241058	NOP2/Sun RNA methyltransferase family member 6 [Source:HGNC Symbol;Acc:HGNC:23529]	1	PF01189	Nol1_Nop2_Fmu	16S rRNA methyltransferase RsmF	6.39715057678571	6.01958005740741	2.32106306666667	0.14770463	1.12907032	3.22533663492468	3.34803336912454	4.49025562972311	3.35727188346092	3.26636978521109	3.59662510848931	3.51716228914239	1.4948305444261	1.30993449709471	1.46826973128882	1.37226964690994	1.479	0	0
NSUN7	ENSG00000179299	NOP2/Sun RNA methyltransferase family member 7 [Source:HGNC Symbol;Acc:HGNC:25857]	1	PF01189	Nol1_Nop2_Fmu	16S rRNA methyltransferase RsmF	0.0013001129875	0.00785336861481481	0.10651271	0	0	0.541492041626178	0.444468828408135	0.255150213869466	0.321186936368558	0.508392140982695	1.15494607295805	2.07026222772973	1.42464866051488	1.24748766168667	1.07920371669162	0.4372752365934	0.791	0	0
NUP35	ENSG00000163002	nucleoporin 35 [Source:HGNC Symbol;Acc:HGNC:29797]	1	PF05172	Nup35_RRM	Nup53/35/40-type RNA recognition motif	0.387204223732143	0.0583041855277778	0	0	0	2.07057137077981	2.30467311686516	3.3944455450874	2.2567842361608	2.08749339211596	2.35026809496802	3.33322048260716	2.3647557862416	1.60071352358126	1.64475222082098	0.811746425164769	0.662	0	0
NUPL2	ENSG00000136243	nucleoporin like 2 [Source:HGNC Symbol;Acc:HGNC:17010]	1	PF00642	zf-CCCH	Zinc finger C-x8-C-x5-C-x3-H type (and similar)	3.78741786785714	1.96983982	0.384633861666667	0.015551602	0.1125	3.72100072653882	3.59185292241188	5.08708938949686	4.03546555646279	3.62702310555406	3.85368632255004	4.26208732641878	1.72913518904867	1.41722582223902	1.53804496194365	1.30213754849262	1.284	0	0
NXF1	ENSG00000162231	nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:HGNC:8071]	1	PF09162|PF03943|PF02136	Tap-RNA_bind|TAP_C|NTF2	Tap, RNA-binding|TAP C-terminal domain|Nuclear transport factor 2 (NTF2) domain	1.55845610107143	0.860365428148148	0.0569132776666667	0	0	4.11765348979483	4.39650545869787	6.4451348929718	4.75877752959684	4.25432948437666	4.81623105034211	6.4098711887784	1.55506381194934	1.29634593972999	1.49835948870108	1.25817764188128	0.31	0	1
NXF3	ENSG00000147206	nuclear RNA export factor 3 [Source:HGNC Symbol;Acc:HGNC:8073]	1	PF02136|PF09162	NTF2|Tap-RNA_bind	Nuclear transport factor 2 (NTF2) domain|Tap, RNA-binding	0	0	0	0	0	0.0866955987510922	0.0743641056108091	0.065562247847295	0.0700292962087075	0.132506038658293	0.139090926203203	0.573351256983434	0	0	0.00326704230313852	0	0.599	0	0
OLA1	ENSG00000138430	Obg like ATPase 1 [Source:HGNC Symbol;Acc:HGNC:28833]	1	PF01926|PF06071	MMR_HSR1|YchF-GTPase_C	50S ribosome-binding GTPase|Protein of unknown function (DUF933)	6.73689138928571	6.03533893518519	0.919430056666667	0.22664298	1.025340175	4.21994291395413	4.16357923757242	5.35494576332571	4.6958936224754	4.07316041783455	4.48300312574692	4.25783284076138	3.2073835158634	3.12424746092734	3.19985344434008	2.8988644862433	0.576	0	0
PABPC1	ENSG00000070756	poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]	1	PF00658|PF00076	PABP|RRM_1	Poly-adenylate binding protein, unique domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	3.89027109821429	1.82419515462963	0.459629823333333	2.5116193	0.3365134	5.95657247239705	6.03733499537234	7.13958716353336	5.67211413889055	5.68139304071818	5.84400896038682	8.69834698684137	6.16027676415351	5.67957200113913	5.02681990727784	4.64853559539653	0.27	1	1
PABPC1L	ENSG00000101104	poly(A) binding protein cytoplasmic 1 like [Source:HGNC Symbol;Acc:HGNC:15797]	1	PF00076|PF00658	RRM_1|PABP	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Poly-adenylate binding protein, unique domain	0.0946764824803571	0.0285244695925926	0	0	0	2.3227040561045	2.50656893865393	1.76514007285722	2.07653857300782	2.28659435408135	2.6643849886445	4.08719973757682	1.25572891907492	0.788908285856625	0.669973823225655	0.377721000645103	0.621	0	0
PABPC1L2A	ENSG00000186288	poly(A) binding protein cytoplasmic 1 like 2A [Source:HGNC Symbol;Acc:HGNC:27989]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	0	0	0	0	0	1.52411383815412	1.43452148093319	3.15204871795428	2.34622791383735	1.46647573025814	2.85874094597964	0	0.0102353192669872	0.0183230730476456	0.0238512671399911	0.357039866875585	1.812	0	0
PABPC1L2B	ENSG00000184388	poly(A) binding protein cytoplasmic 1 like 2B [Source:HGNC Symbol;Acc:HGNC:31852]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	0	0	0	0	0	1.60230483949676	1.43523920051609	2.98773651325765	2.39764417454316	1.40609579448021	3.08707410986669	0	0.010554303753794	0.0129530573696427	0.00346450941768882	0.232976025485168	1.855	0	0
PABPC3	ENSG00000151846	poly(A) binding protein cytoplasmic 3 [Source:HGNC Symbol;Acc:HGNC:8556]	1	PF00658|PF00076	PABP|RRM_1	Poly-adenylate binding protein, unique domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	0	0	0	0	0	0.265346874831214	0.33515164261483	0.309417780825064	0.295192861588841	0.223746270444498	0.270238281065508	0.322220066817076	0.17259441008575	0.0929700814358715	0.0495376281965898	0.158708037599367	1.667	0	0
PABPC4	ENSG00000090621	poly(A) binding protein cytoplasmic 4 [Source:HGNC Symbol;Acc:HGNC:8557]	1	PF00658|PF00076	PABP|RRM_1	Poly-adenylate binding protein, unique domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	2.62247671071429	2.16730070111111	0.19889414	0.47377223	0	4.59965700141394	4.54099436434601	5.53615083849727	4.84976913025322	4.56047040916651	4.56780096310449	6.54028615471953	3.58344167083308	2.93602920573347	2.8527001861035	2.31358337328905	0.232	0	0
PABPC4L	ENSG00000254535	poly(A) binding protein cytoplasmic 4 like [Source:HGNC Symbol;Acc:HGNC:31955]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	0	0	0	0	0	0.136834351544551	0.155151439399942	0.114152037377613	0.133980360985187	0.168372467708223	0.209010351247464	0.767609038021346	0.62831172614161	0.668891661610776	0.814149906960072	0.017498796365696	1.047	0	0
PABPC5	ENSG00000174740	poly(A) binding protein cytoplasmic 5 [Source:HGNC Symbol;Acc:HGNC:13629]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	0	0	0	0	0	0.965886954729389	0.919236715789685	0.831129358514196	0.881599628066315	0.937379046549623	1.20652445303835	1.45516543209698	0.296072783600352	0.329592218243688	0.598823837019493	0.889268722779519	0.413	0	0
PABPN1	ENSG00000100836	poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.11921724026786	0.421843494	0.1941943	0	0	6.67602757865169	6.76282715399948	8.40489673746993	7.1509759347665	6.76701910973141	6.97699364608239	7.28615111610967	2.67186269189871	2.45680408046304	2.70730737008591	2.07332265841404	0.569	0	0
PABPN1L	ENSG00000205022	poly(A) binding protein nuclear 1 like, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:37237]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	0	0	0	0	0	0.12988278958565	0.469642728843429	2.1938789560935	0.309612772454123	0.0993695424610354	0.182155794858629	0.142158533785992	0	0.00581854870850521	0.0195722979176252	0.0545043888001845	1.872	0	0
PAFAH1B1	ENSG00000007168	platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]	1	PF08513|PF00400	LisH|WD40	LisH|WD domain, G-beta repeat	7.27867376964286	7.07507637592593	4.15192246666667	1.3312455	5.18607885	5.36740950904488	5.55011416919772	7.23719561740245	6.19981366314326	5.41138556766124	5.89266545189833	5.970671925886	3.23229467259044	2.94899352135072	3.48828877862572	4.83661657250675	0.107	1	0
PAIP1	ENSG00000172239	poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945]	1	PF07145|PF02854	PAM2|MIF4G	Ataxin-2 C-terminal region|MIF4G domain	1.51975868392857	0.523550921611111	0	0	0.018736843	4.2694222026125	4.42957914320877	4.97150906680453	4.46492960112985	4.25895603880066	4.48634753952255	5.13747073485368	3.62957891200962	3.68343750193128	3.90435167821882	3.3002280925848	0.198	0	0
PAK1IP1	ENSG00000111845	PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882]	1	PF00400	WD40	WD domain, G-beta repeat	0.33142821625	0.16293474545	0	0	0	3.34651018736701	3.45445295353839	4.200347407411	3.67902962682987	3.31910197443062	3.76118951608816	4.08407277122001	3.54164991412438	2.06385606694272	2.4900756759398	2.12551237434116	0.518	0	0
PAN2	ENSG00000135473	PAN2 poly(A) specific ribonuclease subunit [Source:HGNC Symbol;Acc:HGNC:20074]	1	PF13423|PF00929	UCH_1|RNase_T	Ubiquitin carboxyl-terminal hydrolase|Exonuclease	0.911038725178571	0.31276174662963	0.22505993	0	0.24811527	3.52949614744982	4.04601514728512	6.54122519344615	3.86811384001884	3.76306095059757	3.93675099475549	5.31372473544155	1.45973843055535	1.76040740178866	1.71196020069833	1.27757939314448	0.315	0	0
PAPD4	ENSG00000164329	poly(A) RNA polymerase D4, non-canonical [Source:HGNC Symbol;Acc:HGNC:26776]	1	PF03828	PAP_assoc	Cid1 family poly A polymerase	6.633981975	3.32014224703704	1.8492039	2.0731316	2.35574525	3.12193047582184	3.40011571556585	4.44375913416137	3.41896304690307	3.19555548262938	3.40873087948277	4.78100293027407	1.81594375786641	1.67989429607006	1.63284919865616	1.21200386902625	0.772	1	0
PAPD5	ENSG00000121274	poly(A) RNA polymerase D5, non-canonical [Source:HGNC Symbol;Acc:HGNC:30758]	1	PF01909|PF03828	NTP_transf_2|PAP_assoc	Nucleotidyltransferase domain|Cid1 family poly A polymerase	3.25409651785714	1.8228805337037	0.176647483333333	0.090017796	0.24025888	1.80030147790089	1.86307614285066	3.42712742966855	2.09174383354921	1.89431721891196	2.29528221533731	2.97105237925568	1.16537012084792	0.934351652315798	1.01272985504895	1.40354133020824	0.208	0	0
PAPD7	ENSG00000112941	poly(A) RNA polymerase D7, non-canonical [Source:HGNC Symbol;Acc:HGNC:16705]	1	PF01909|PF03828	NTP_transf_2|PAP_assoc	Nucleotidyltransferase domain|Cid1 family poly A polymerase	2.8448115	1.42713978074074	0.0368541173333333	0	0.0007631579	2.68161792595941	2.80514797246787	5.30412403222807	3.68711669249513	2.81451761126116	3.1172096304277	4.55473618322246	1.17329712876966	1.58368216578337	1.55983956806579	1.0960625878863	0.186	0	0
PAPOLA	ENSG00000090060	poly(A) polymerase alpha [Source:HGNC Symbol;Acc:HGNC:14981]	1	PF04928|PF04926|PF01909	PAP_central|PAP_RNA-bind|NTP_transf_2	Poly(A) polymerase central domain|Poly(A) polymerase predicted RNA binding domain|Nucleotidyltransferase domain	5.65308689285714	5.18802324074074	0.601206306666667	0.2825623	1.2001835	4.32678899249194	4.51494597115893	5.56870251023089	4.43624180910693	4.34214224411947	4.66933296545107	5.55062367015343	3.08555601696648	2.65763739836393	2.63626570979467	2.09020119961345	0.177	0	0
PAPOLG	ENSG00000115421	poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]	1	PF04928|PF01909|PF04926	PAP_central|NTP_transf_2|PAP_RNA-bind	Poly(A) polymerase central domain|Nucleotidyltransferase domain|Poly(A) polymerase predicted RNA binding domain	1.84601080482143	0.614668680777778	0.0189755983333333	0.0080994675	0.088621558	1.7134758750547	1.91727707032966	3.41595129238367	2.03880137468195	1.87493463983779	2.2206333223678	2.7974509094249	1.71973320837988	1.54345785064738	1.60396825986175	1.31765128836534	0.266	0	1
PARN	ENSG00000140694|ENSG00000274829	poly(A)-specific ribonuclease [Source:HGNC Symbol;Acc:HGNC:8609]	1	PF08675|PF01424|PF04857	RNA_bind|R3H|CAF1	RNA binding domain|R3H domain|CAF1 family ribonuclease	5.40475798035714	4.56860389444444	4.81800486666667	4.4421334	4.78586435	3.07703444263243	3.38335593027457	4.25126841668344	3.50537014475275	3.19570350319519	3.72935699003332	4.71589337054761	2.77713694456464	1.93762073151457	2.13088336654355	1.44441966218931	0.519	1	0
PARP12	ENSG00000059378	poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]	1	PF00642|PF02825|PF00644	zf-CCCH|WWE|PARP	Zinc finger C-x8-C-x5-C-x3-H type (and similar)|WWE domain|Poly(ADP-ribose) polymerase catalytic domain	0.0048866999625	0.0191312512777778	0	0	0	2.0151871025019	1.9950828600872	1.46526926473798	1.81379965759538	2.02836051209274	2.30888505741176	4.01794862432472	0.854130740216419	0.0155649180665136	0.0646829054709234	0.0938247313478205	0.768	0	0
PCBP1	ENSG00000169564	poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8647]	1	PF00013	KH_1	KH domain	1.35614291428571	0.420921401314815	0.0450595233333333	0	0.0034736842	6.06690935550843	6.30879497714684	7.47446849216852	6.55001409499974	6.13848274849611	6.40781839045678	8.08040184367244	5.16812297234944	4.63852989833215	4.67936434880233	4.21311265337273	0.387	1	0
PCBP2	ENSG00000197111	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]	1	PF00013	KH_1	KH domain	3.807468275	2.15319529462963	0.986261086666667	0.07599644	0.93617841	5.86848182249334	6.04922451695499	7.48112534393838	6.18457586584646	5.69875466544327	6.10772552617607	7.58105743536782	2.85137962597004	3.00575672724954	2.39984909275967	1.70061881371946	0.228	1	0
PCBP3	ENSG00000183570	poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:8651]	1	PF00013	KH_1	KH domain	0.0460496080392857	0.0494598383333333	0	0	0	1.86060927936987	1.92012176748603	5.33674754674217	2.3191381120763	1.87192248215	2.39290262606214	1.45953653809779	0.387092017153038	0.167504853594116	0.220439133813484	0.717827838376687	0.386	0	0
PCBP4	ENSG00000090097	poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652]	1	PF00013	KH_1	KH domain	0.652725483464286	0.8270521555	0.234175371333333	0	1.2306225	6.1001682167505	5.72727926552975	8.81252389583544	6.2653956370215	6.20198861076052	6.61153832009668	5.61544572530479	1.60041965665805	2.71823913616702	3.3987604224351	3.37202792082479	0.698	0	0
PDCD11	ENSG00000148843	programmed cell death 11 [Source:HGNC Symbol;Acc:HGNC:13408]	1	PF05843|PF00575	Suf|S1	Suppressor of forked protein (Suf)|S1 RNA binding domain	3.18804035714286	1.22008292740741	0.165451273333333	0.007313167	0.012146597	2.20611805742461	2.50762975134305	4.09200018805385	2.85434281001894	2.28445194677294	2.64071346483961	3.96028001515315	3.46566099188678	2.4373169728399	2.71302171374163	1.59493456639018	0.594	0	0
PELO	ENSG00000152684	pelota homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:8829]	1	PF03463|PF03465|PF03464	eRF1_1|eRF1_3|eRF1_2	eRF1 domain 1|eRF1 domain 3|eRF1 domain 2	0	0.00145040148148148	0	0	0	2.37918287514741	2.74327798210251	3.45027099281939	2.85036338895715	2.54193851625456	3.00291310428616	4.18392314748331	1.9879712822703	1.98600086349055	1.73323490609682	1.49859487483157	0.91	0	0
PHAX	ENSG00000164902	phosphorylated adaptor for RNA export [Source:HGNC Symbol;Acc:HGNC:10241]	1	PF10258	RNA_GG_bind	PHAX RNA-binding domain	1.180914175	0.665950626388889	0.140833844	0	0.040289473	3.8021001368398	3.83958677594048	4.82742781834876	3.97831462880632	3.71662880382628	3.90960991583278	3.9137989649507	2.77829010858291	2.06286211677658	2.46645840374496	2.36893636289983	0.94	0	0
PHC2	ENSG00000134686	polyhomeotic homolog 2 [Source:HGNC Symbol;Acc:HGNC:3183]	1	PF16616|PF00536	SAM_1	SAM domain (Sterile alpha motif)	4.22802565714286	2.69390335740741	0.090673241	0.9957473	1.3786292	4.69486348194904	4.93056704219617	6.2444275834682	5.15451030127605	4.93902436053613	5.05610659721506	6.64035774405567	2.0546042293507	3.50658270070543	3.93092844196689	2.39781650175069	0.387	0	0
PHIP	ENSG00000146247	pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]	1	PF00400|PF00439	WD40|Bromodomain	WD domain, G-beta repeat|Bromodomain	7.77412983035714	7.99632978333333	4.92464306666667	2.5070286	5.73199385	2.25291818939948	2.37332804087606	4.53892920265908	2.46320653665837	2.29111727371182	2.5958306406869	3.81994402657253	2.93634536982259	2.98304527800268	2.70135208268454	1.86599693926154	0.113	0	1
PIK3R4	ENSG00000196455	phosphoinositide-3-kinase regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:8982]	1	PF00400|PF00069	WD40|Pkinase	WD domain, G-beta repeat|Protein kinase domain	2.2346702625	0.650958652351852	0.00370165733333333	0	0.006131579	2.43484169735176	2.77461418934558	3.74110019861014	3.35131736993768	2.51621186473334	2.90485977590604	4.06247577823092	2.58593859887109	2.02384896302341	2.08144643138494	1.28444390572819	0.39	0	0
PINX1	ENSG00000254093	PIN2/TERF1 interacting, telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]	1	PF01585	NA	NA	0.538686254971429	0.0714372254814815	0	0	0	2.02815891587428	2.2518917512866	3.43005038096293	2.44487905641556	2.15336435514917	2.38573749105371	3.2775771655652	1.8988458099803	0.862478613354538	1.096440748174	0.478777266596297	1.757	0	0
PIWIL1	ENSG00000125207|ENSG00000275051	piwi like RNA-mediated gene silencing 1 [Source:HGNC Symbol;Acc:HGNC:9007]	1	PF02171|PF08699|PF05831|PF02170	Piwi|ArgoL1|PAZ	Piwi domain|Argonaute linker 1 domain|PAZ domain	0.0214553696785714	0	0	0	0	0.0125138679277909	0	0	0.0369727969984446	0.0189468903246212	0.0383320847141723	0.0193867997036833	0.00100402682363212	0	0.000566633392195765	0	0.768	0	0
PIWIL2	ENSG00000197181	piwi like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:HGNC:17644]	1	PF02170|PF08699|PF02171	PAZ|ArgoL1|Piwi	PAZ domain|Argonaute linker 1 domain|Piwi domain	0.0387288806707143	0.0485396765851852	0.114002873333333	0.02930605	0.054923169	0.504571581454878	0.671165177556482	1.30410212292048	0.477222431351363	0.584983660093254	0.989447863671888	1.08914556949693	0.616955347844575	0.079721695341579	0.08161374724706	0.116692728521493	0.605	0	0
PIWIL3	ENSG00000184571	piwi like RNA-mediated gene silencing 3 [Source:HGNC Symbol;Acc:HGNC:18443]	1	PF02170|PF02171	PAZ|Piwi	PAZ domain|Piwi domain	0.00696127158214286	0.0045152927037037	0.006662069	0	0.00126315795	0	0	0	0	0	0	0	0.0184663085245302	0	0	0.00834263578523609	1.224	0	0
PIWIL4	ENSG00000134627	piwi like RNA-mediated gene silencing 4 [Source:HGNC Symbol;Acc:HGNC:18444]	1	PF16486|PF02170|PF02171	ArgoN|PAZ|Piwi	N-terminal domain of argonaute|PAZ domain|Piwi domain	2.23818421521429	0.587344055018518	0	0	0	1.30435917118074	1.40104606220503	2.51446568804535	1.28447267589454	1.27088770275414	1.38878468110585	2.26639977163933	0.0257737728299512	0.0298829300871225	0.0514220584493278	0.145738646932735	0.585	0	0
PLAA	ENSG00000137055	phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043]	1	PF08324|PF09070|PF00400	PUL|PFU|WD40	PUL domain|PFU (PLAA family ubiquitin binding)|WD domain, G-beta repeat	2.23080962857143	0.793397126351852	0.00891706133333333	0	0.027473685	2.60019361983576	2.85919433851665	3.9237814691879	3.1430619330205	2.73904230098337	3.08204852832352	4.06496905210714	2.95453602503884	2.39479469100074	2.41839169061296	2.07240394571147	0.396	0	0
PLEC	ENSG00000178209	plectin [Source:HGNC Symbol;Acc:HGNC:9069]	1	PF00681|PF00307|PF03501	Plectin|CH|S10_plectin	Plectin repeat|Calponin homology (CH) domain|Plectin/S10 domain	3.93713284821429	1.53736910407407	5.0273156	0	0	4.76832196984741	4.69570435451306	5.9300430213439	5.33920866255804	4.6486897681165	4.81838021799325	6.38127471907667	1.7694905922918	1.8904743934306	1.93276320451499	1.8889019739921	0.392	0	0
PLRG1	ENSG00000171566	pleiotropic regulator 1 [Source:HGNC Symbol;Acc:HGNC:9089]	1	PF00400	WD40	WD domain, G-beta repeat	2.099654835	0.794840254925926	0.00447974233333333	0	0	4.07849882761134	4.53943491341444	5.28756833368568	4.45601757580779	4.12352549537722	4.43478833288414	4.92261651179775	2.990164816861	2.64007147234556	2.88094867942678	2.21342165082218	0.231	0	0
PNLDC1	ENSG00000146453	PARN like, ribonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21185]	1	PF04857	CAF1	CAF1 family ribonuclease	0.000486294142857143	0	0	0	0	0.50316043463788	1.73308096196939	0.606070253874377	1.86837464802392	0.623576608476022	0.353098540731284	0.338652603564498	0.0514294360374794	0.016212554318806	0.0332775561222953	0.0325490053970663	0.984	0	0
PNO1	ENSG00000115946	partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]	1	PF00013	KH_1	KH domain	0.138575146946429	0.0297947282740741	0	0	0	2.79046970736972	3.33243297200785	3.36048578371574	3.10187190869558	3.40534572407975	3.11194606501221	4.02766718590238	2.93540299961287	1.56414823045203	1.87377492067312	1.20081249319229	0.673	0	0
PNPT1	ENSG00000138035	polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166]	1	PF03726|PF00575|PF03725|PF01138|PF00013	PNPase|S1|RNase_PH_C|RNase_PH|KH_1	Polyribonucleotide nucleotidyltransferase, RNA binding domain|S1 RNA binding domain|3' exoribonuclease family, domain 2|3' exoribonuclease family, domain 1|KH domain	5.84918306875	4.57571508018519	0.758296733333333	0.17166963	3.57534985	3.19587984829941	3.46500472593064	4.31510607691525	3.36469988807214	3.43549391845102	3.73250800058618	3.93098328427664	2.43933621737121	1.83022266660442	1.85409245139555	1.26761416233973	0.475	0	0
POLDIP3	ENSG00000100227	DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.81187856571429	1.10519573296296	0.649490016666667	0.026247788	0.482386885	4.77917565703236	4.95683263592727	6.28906995143273	5.14825488583683	4.77147362287765	4.98819840523863	6.00856756231983	3.51497709244214	3.58137100205148	3.5454663877836	2.81683910579068	0.523	0	0
POLR2G	ENSG00000168002	RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]	1	PF00575|PF03876	S1|SHS2_Rpb7-N	S1 RNA binding domain|SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397	0.0837587338178571	0.0145345861481481	0	0	0	5.08465109093053	5.16458718600416	5.44329666416231	5.08649506240197	4.99898975984606	5.09187328557667	5.66819572894217	3.55200758127326	3.51641353894244	3.77499677707045	2.73880099225255	1.421	0	0
PPAN	ENSG00000130810	peter pan homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:9227]	1	PF04427	Brix	Brix domain	0	0	0	0	0	3.39397351019748	3.69290697510181	5.04121888453693	4.21899809809662	3.63328007403061	3.8028549467546	4.92888666331647	0.80648051431532	0.469077964725098	0.549757505517786	0.354965389406205	1.163	0	0
PPARGC1A	ENSG00000109819	PPARG coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	9.06200563392857	7.87397465925926	4.7379109	0.27996442	0.36799735	1.63683571705672	1.85426300986344	2.89089509393595	2.42348673913511	1.55481966441965	1.82633899530387	1.84332061451525	0.0628730126894856	0.161619565766382	0.161943828752209	0.998879899691363	0.267	0	0
PPARGC1B	ENSG00000155846	PPARG coactivator 1 beta [Source:HGNC Symbol;Acc:HGNC:30022]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	2.18948406625	1.06372741222222	0	0.0109591475	0.005	0.884941704436855	1.19863873021136	3.45401397580612	1.61325345940687	0.915432175624932	1.29760816754838	1.7843197082244	0.610816945001424	0.0571784613501972	0.071081398673517	0.328374986391258	0.371	0	0
PPFIA1	ENSG00000131626	PTPRF interacting protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:9245]	1	PF00536|PF07647	SAM_1|SAM_2	SAM domain (Sterile alpha motif)	4.95034997321429	3.35928055	7.63792073333333	0.2744484	1.04560195	3.39997358337447	3.40751523214789	4.62691800860295	3.52348668304774	3.22385189634305	3.3770293251899	4.02398272729098	1.90322817855008	1.54217946774699	1.76469593549586	1.22673760838868	0.067	1	1
PPFIBP1	ENSG00000110841	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]	1	PF07647|PF00536	SAM_2|SAM_1	SAM domain (Sterile alpha motif)	5.74613077673214	3.0284791597037	0.0597861213333333	0.07047957	2.4663874	2.6061650334909	2.51643881340337	1.60363227893817	3.76282715399948	3.36887588382229	2.75463100024424	4.32088898033178	1.30672798086711	1.22207468717249	1.20820326447219	1.02268798761593	0.751	0	0
PPIE	ENSG00000084072	peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]	1	PF00160|PF00076	Pro_isomerase|RRM_1	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	0.49427803975	0.290581344777778	0.0176338466666667	0	0	2.75535336400451	2.79437843377694	3.71998836460703	3.17306985248516	2.71501474991089	3.01137218866805	3.91868199477796	1.34831669227992	1.53420164731529	1.52296118872885	0.988231002468053	0.445	0	0
PPIL4	ENSG00000131013	peptidylprolyl isomerase like 4 [Source:HGNC Symbol;Acc:HGNC:15702]	1	PF00160|PF00076	Pro_isomerase|RRM_1	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	4.03525316875	2.13680109203704	0.355292563333333	0	0.1431591915	3.37709458945477	3.49554103670325	4.05919085362509	3.28739102672276	3.34491653278824	3.74025839174447	4.68207883114293	2.87970642010927	2.88616360573408	3.10091681988748	2.50278150456929	0.887	0	0
