"Ensembl ID","HGNC ID","Gene name","Gene description","Gene ID","UniProt AC","UniProt ID","Domain","GeneTag","GeneDesc","Function","Modification","PMID Function","Complex name","Target","Specific target","Product","PMID target","Comment","Excitatory Expression","Inhibitory Expression","Astrocyte Expression","Microglia Expression","Oligodendrocyte Expression","Amygdala expression","Basal ganglia expression","Cerebellum expression","Cortex expression","Hippocampus expression","Hypothalamus expression","Non-brain expression","Accelerated dorsal expression (D2)","NPC expression (D15)","Neural rosette expression (D21)","Neuron expression (D77)","LOEUF","Synapse localization","Autism susceptibility","predictions"
"ENSG00000118900","HGNC:12506","UBN1","ubinuclein 1","29855","Q9NPG3","UBN1_HUMAN","HUN PF08729 115-169, UBN_AB PF14075 353-575","#","#","Histone modification write cofactor","Histone methylation","19029251, 21807893","#","histone","#","#","#","Binds to proliferation-promoting genes and associates with histone methyltransferase activity that methylates lysine 9 of histone H3. Human CABIN1 is a functional member of the human HIRA/UBN1/ASF1a histone H3.3 chaperone complex.",0.94323005625,0.24271044637037,0.0227264366666667,0,0,2.51360696502572,2.66373854544188,4.62645081839124,3.3716536452595,2.65818405700123,2.61622358506,4.37547738793797,1.92826854854854,1.71593680973619,1.95772268980292,1.0444829757952,0.211,0,0,0.456565758364823
"ENSG00000117222","HGNC:9888","RBBP5","retinoblastoma binding protein 5","5929","Q15291","RBBP5_HUMAN","Pfam-B_3428 PB003428 121-325, WD40 PF00400 23-52 58-94","WDR","WD repeat domain containing","Histone modification write cofactor","Histone methylation","19556245","COMPASS, Menin-associated_HMT, MLL-HCF, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4","histone","H3K4","H3K4me1, H3K4me2, H3K4me3","19556245","A five-component 200-kDa MLL1 core complex containing human MLL1, WDR5, RbBP5, Ash2L, and DPY-30.",0.577390782089286,0.125687926888889,0.00815476166666667,0,0,2.57237554094257,2.81954352598994,4.10949846977753,3.1283148498846,2.68766765746649,2.91808468730413,3.46449837443229,2.27484568131596,1.9933842786474,2.18542947965072,1.7262586460134,0.189,0,1,0.456461874581738
"ENSG00000161405","HGNC:13178","IKZF3","IKAROS family zinc finger 3 (Aiolos)","22806","Q9UKT9","IKZF3_HUMAN","Pfam-B_2031 PB002031 67-110, zf-C2H2_4 PF13894 480-504, zf-H2C2_2 PF13465 132-157 160-183 188-213","ZNF, IKZF","Zinc fingers, C2H2-type, """"IKAROS zinc fingers""""","TF","#","#","#","DNA","DNA motif","#","#","Associates with histone deacetylase complexes containing HDAC1, MTA2 and SIN3A. (UniProt)",0.0136543427632143,0.0155611310388889,0.0492343906666667,0,0.0340263175,0.0817966357573808,0.0746964129808411,0.0589140943879208,0.246600231092482,0.200732836351444,0.11966321096519,0.713011252003227,0.0330600488070124,0.00113198229937861,0.000275235850659946,0,0.294,0,0,0.456399326177381
"ENSG00000167670","HGNC:1910","CHAF1A","chromatin assembly factor 1, subunit A (p150)","10036","Q13111","CAF1A_HUMAN","CAF-1_p150 PF11600 266-479, CAF1-p150_C2 PF15539 665-956, CAF1-p150_N PF15557 1-229, CAF1A PF12253 557-635","#","#","Chromatin remodeling","#","7600578","CAF-1","histone","H3, H4","#","7600578","p150=CHAF1A and p60 directly interact and are both required for DNA replication-dependent assembly of nucleosomes. Deletion of the p60-binding domain from the p150 protein prevents chromatin assembly. p150 and p60 form complexes with newly synthesized histones H3 and acetylated H4 in human cell extracts, suggesting that such complexes are intermediates between histone synthesis and assembly onto replicating DNA.",0.129891203714286,0.0963337632592593,0.110319061333333,0.023463588,0.03501721675,1.96769245792823,1.92171623523964,2.91880982079991,2.55994449634594,2.04319399754402,1.91435786271892,2.80591356824243,3.51512268954075,3.0229353884493,3.16817492534171,0.474211093236302,0.118,0,0,0.456042639755218
"ENSG00000012817","HGNC:11115","KDM5D","lysine (K)-specific demethylase 5D","8284","Q9BY66","KDM5D_HUMAN","ARID PF01388 76-165, JmjC PF02373 491-607, JmjN PF02375 15-48, PHD PF00628 316-364 1174-1237, PLU-1 PF08429 761-1087, Pfam-B_12821 PB012821 1401-1443, zf-C5HC2 PF02928 697-750","KDM, PHF","Chromatin-modifying enzymes / K-demethylases, Zinc fingers, PHD-type","Histone modification erase","Histone methylation","17320160","#","histone","H3K4me3, H3K4me2","H3K4","17320160","SMCX family members, including SMCY=KDM5D, RBP2, and PLU-1, demethylate H3K4me3.",1.51001674364286,1.0034130302037,0.007771639,0,0.1918011725,2.94543915419574,3.47309461551314,5.45360482308271,3.87798958538721,3.37376930077149,3.76196603073694,4.99255092265872,1.70598618324326,1.55834890103247,1.58104582648334,1.19246697961218,0.359,0,0,0.452774272315021
"ENSG00000156802","HGNC:30123","ATAD2","ATPase family, AAA domain containing 2","29028","Q6PL18","ATAD2_HUMAN","AAA PF00004 463-598, Bromodomain PF00439 993-1075, Pfam-B_11064 PB011064 870-958, Pfam-B_23116 PB023116 1-56, Pfam-B_40477 PB040477 57-79","AATP","ATPases / AAA-type","Chromatin remodeling","#","17998543","#","chromatin","#","#","17998543","Although ANCCA=ATAD2 may not be critical for ERα recruitment to its target genes, it plays an important role in the recruitment or assembly of ERα–CBP complex at the chromatin and hence the histone modifications mediated by the complex.",1.70306976214286,0.687553781444444,0.402027393333333,0.06886121,0.0945609865,1.77997826202359,2.06356506659233,2.0618003862828,2.22352449266366,1.70622993673092,2.31112815203865,2.90482702838246,2.33954621941073,2.99324516428115,3.18954785177132,0.454064228739312,0.273,0,0,0.451724660391039
"ENSG00000131263","HGNC:13429","RLIM","ring finger protein, LIM domain interacting","51132","Q9NVW2","RNF12_HUMAN","zf-RING_2 PF13639 568-611","RNF","RING-type (C3HC4) zinc fingers","Histone modification erase cofactor","Histone acetylation","10431247","#","histone","#","#","#","Recruits the Sin3A/histone deacetylase corepressor complex.",0.769601735178571,0.30939590512963,0,0,0,3.28963825711149,3.4110831580877,4.25254055114685,3.72399534471519,3.20085741961339,3.97482296097683,4.08883699012231,2.43499915964227,2.71876294012449,2.79912451460826,3.02780414887063,0.247,0,1,0.451374258835222
"ENSG00000005302","HGNC:7370","MSL3","male-specific lethal 3 homolog (Drosophila)","10943","Q8N5Y2","MS3L1_HUMAN","MRG PF05712 136-504, Tudor-knot PF11717 11-74","#","#","Histone modification read","#","20943666","#","histone","H4K20me1","#","20943666","MSL3 plays an important role in targeting the male specific lethal complex to chromatin in both humans and flies by binding to H4K20Me.",0.850201907196429,0.0457342133518518,0,0.0172242,0,2.92619872449829,2.93016676894162,4.0482536262515,3.60264690850537,2.93158851300257,3.21010204262604,4.00201836053431,0.949689892055651,1.18279737638662,1.37399676287666,0.951038174512511,0.178,0,1,0.45079359546721
"ENSG00000166164","HGNC:14310","BRD7","bromodomain containing 7","29117","Q9NPI1","BRD7_HUMAN","Bromodomain PF00439 140-223, DUF3512 PF12024 286-534, Pfam-B_1543 PB001543 591-649, Pfam-B_64177 PB064177 1-49","#","#","Histone modification read","#","17498659","SWI/SNF BRM-BRG1","histone","H3K9ac, H3K14ac, H3K8ac","#","17498659","BRD7 bromodomain contains the typical left-handed four-helix bundle topology, and can bind with weak affinity to lysine-acetylated peptides derived from histone H3 with K9 or K14 acetylated and from histone H4 with K8, K12 or K16 acetylated.",1.54934204285714,0.936278863703704,0.126838693333333,0,0.293482626,4.20880595720812,4.22759091562678,4.90799383537937,3.97456602181432,4.02264300860305,4.29542916670396,4.76814726424482,2.72923362088994,2.49796495586713,2.73057757431042,1.37231259900553,0.258,0,0,0.450753832118093
"ENSG00000101109","HGNC:11408","STK4","serine/threonine kinase 4","6789","Q13043","STK4_HUMAN","Mst1_SARAH PF11629 432-480, Pfam-B_12195 PB012195 341-431, Pkinase PF00069 30-281","#","#","Histone modification write","Histone phosphorylation","12757711","#","histone","H2AS14","H2BS14ph","12757711","Mst1 =STK4 can phosphorylate H2B at S14 in vitro and in vivo, and the onset of H2B S14 phosphorylation is dependent upon cleavage of Mst1 by caspase-3.",4.11671361071429,0.862884521296296,0.059392884,1.4381139,0.314542605,2.43567926082556,2.63636360687601,3.02596783571111,2.55082188051465,2.44848869366529,2.72365903332836,3.54712897520692,1.94859112191304,1.92364023822019,1.94564573458413,1.0394551048995,0.524,0,0,0.450282975401685
"ENSG00000163602","HGNC:10480","RYBP","RING1 and YY1 binding protein","23429","Q8N488","RYBP_HUMAN","Pfam-B_18067 PB018067 49-226, zf-RanBP PF00641 22-48","#","#","Polycomb group (PcG) protein","#","19098711","BCOR, RING2-L3MBTL2, RING2-FBRS","#","#","#","19098711","RYBP (RING1- and YY1-binding protein), a member of the polycomb group (PcG), interacts with MDM2 and decreases MDM2-mediated p53 ubiquitination, leading to stabilization of p53 and an increase in p53 activity.",2.49322391857143,1.54058438755556,0.045879162,0,6.656188,3.28310391459445,3.40705357506134,3.60358065273846,3.34736376416311,3.61295398779747,3.60109031461674,4.01400707579203,2.32054295901537,1.86488449195828,1.96795926302662,2.41550115344319,0.724,0,0,0.449666134902296
"ENSG00000171720","HGNC:4854","HDAC3","histone deacetylase 3","8841","O15379","HDAC3_HUMAN","Hist_deacetyl PF00850 11-315, Pfam-B_3137 PB003137 353-383","#","#","Histone modification erase","Histone acetylation","10655483","#","histone","H2AKac, H2BKac, H3Kac, H4Kac","H2AK, H2BK, H3K, H4K","10655483","HDAC1, HDAC2, and HDAC3 constitute a human HDAC family. All three proteins possess histone deacetylase activity, and repress transcription when bound to a promoter.",2.96318867857143,1.44716752740741,0,0,0,4.20720569038,4.44436559052309,6.3231502611147,5.06099416590207,4.23430970469272,4.66517671446587,5.91065352253762,3.00207989323209,2.96418797173178,3.07526560704783,1.72265857707844,0.412,0,0,0.448381945865406
"ENSG00000129691","HGNC:744","ASH2L","ash2 (absent, small, or homeotic)-like (Drosophila)","9070","Q9UBL3","ASH2L_HUMAN","Pfam-B_11232 PB011232 499-622, Pfam-B_12412 PB012412 361-417, SPRY PF00622 418-497","PHF","Zinc fingers, PHD-type","Histone modification write cofactor","Histone methylation","21285357","COMPASS, Menin-associated_HMT, MLL-HCF, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4","histone","#","#","21285357","The oncoprotein Ash2L is a component of the mixed lineage leukemia (MLL) family members 1–4, Setd1A, and Setd1B mammalian histone H3K4 methyltransferase complexes and is essential to maintain global trimethylation of histone H3K4.",1.07063475303571,0.466119693333333,0.083263603,0.011187944,0.02540493235,3.77914413201699,3.81134257974037,5.04281065795317,4.47494216325075,3.70425226909591,4.14217650926817,4.63376830357501,2.2610903179715,1.70259026475466,1.99795243363862,1.58146832480482,0.213,0,0,0.448248854308539
"ENSG00000101493","HGNC:28990","ZNF516","zinc finger protein 516","9658","Q92618","ZN516_HUMAN","zf-C2H2 PF00096 248-270 276-298 1098-1120, zf-C2H2_4 PF13894 174-197, zf-H2C2_2 PF13465 48-73","ZNF","Zinc fingers, C2H2-type","Histone modification erase cofactor, TF","Histone acetylation, TF repressor","23752268","LSD-CoREST","histone, DNA","#","#","23752268","Part of the HDAC interactome, TF annotation from Uniprot.",0.470029051982143,0.631657980555556,1.48127949,0.0017437723,0,2.41249973202771,2.5626246496028,1.65675262351914,2.28075741006322,2.03220313332105,2.27048409106051,3.72346026701564,1.41599952661155,2.68112411920337,2.35487237380804,0.678784708966608,0.176,0,0,0.448222962225076
"ENSG00000131759","HGNC:9864","RARA","retinoic acid receptor, alpha","5914","P10276","RARA_HUMAN","Hormone_recep PF00104 207-409, zf-C4 PF00105 86-155","NR","Nuclear hormone receptors","Histone modification write cofactor, TF","Histone methylation, TF activator, TF repressor","19377461","#","histone","H3K4","H3K4me, H3K4me2","19377461","MLL5 is biochemically identified in a GlcNAcylation-dependent multi-subunit complex associating with nuclear retinoic acid receptor RARalpha (also known as RARA), serving as a mono- and di-methyl transferase to H3K4.",0.015082916475,0,0,0,0,2.22689689542666,2.18357385163661,4.25566689787678,3.35459884874596,2.69906961724377,2.9500110838643,5.03817276391869,0.757063193052704,1.38148163585759,1.21854023549321,1.04946393764879,0.33,0,0,0.447117018170791
"ENSG00000136938","HGNC:16677","ANP32B","acidic (leucine-rich) nuclear phosphoprotein 32 family, member B","10541","Q92688","AN32B_HUMAN","LRR_4 PF12799 88-136, Pfam-B_30686 PB030686 171-249","ANP32","ANP32 acidic nuclear phosphoproteins","Histone chaperone","#","20538007","#","histone","H3, H4","#","20538007","The LRR domain of ANP32B possesses histone chaperone activity and forms a curved structure with a parallel beta-sheet on the concave side and mostly helical elements on the convex side. Analyses revealed that the interaction of ANP32B with the core histones H3-H4 occurs on its concave side",0.0150893699205357,0.00445301751851852,0,0,0,6.33536355515633,6.01914478606314,6.2061909435239,5.57127330855265,6.52943211592613,6.41049205591843,7.49538337635054,2.4454466571413,3.38929163181952,3.11283162385268,1.28513696830181,0.331,0,0,0.446858939629634
"ENSG00000087152","HGNC:25416","ATXN7L3","ataxin 7-like 3","56970","Q14CW9","AT7L3_HUMAN","Pfam-B_25595 PB025595 276-345, SCA7 PF08313 201-239, Sgf11 PF08209 80-112","#","#","Histone modification erase cofactor","Histone deubiquitination","18206972","SAGA","histone","#","#","18206972","ATXN7L3, USP22, and ENY2 are the human orthologs of yeast Sgf11, Ubp8, and Sus1, respectively, and they are integral components of TFTC/STAGA complex. These three proteins together form a module of the TFTC/STAGA complex, which specifically removes the ubiquitin moiety from monoubiquitinated histones H2A and H2B.",0.274588439646429,0.108754234888889,0,0,0,5.54905302933729,4.92000978373206,5.90362520993139,6.44033267593089,5.2936868300104,5.2850248492703,5.253974143562,3.08324271113131,2.53397262691625,3.02075432644438,2.94505727917088,0.196,0,0,0.445232344439367
"ENSG00000162409","HGNC:9377","PRKAA2","protein kinase, AMP-activated, alpha 2 catalytic subunit","5563","P54646","AAPK2_HUMAN","Pkinase PF00069 16-268","#","#","Histone modification write","Histone phosphorylation","20647423","#","histone","H2BS36","H2BS36ph","#","In response to stress, phosphorylates 'Ser-36' of histone H2B (H2BS36ph) as a part of AMPK.",5.08686995892857,4.47979992222222,0.0908920553333333,0,0.0078157895,1.5050321690455,1.39554544563299,3.23153762672588,2.13913546886957,1.392136044001,1.77837681090832,2.0800777402868,1.01574511606334,1.17439575767477,0.962445906216867,1.59457273275036,0.921,0,0,0.444734788553062
"ENSG00000152455","HGNC:17287","SUV39H2","suppressor of variegation 3-9 homolog 2 (Drosophila)","79723","Q9H5I1","SUV92_HUMAN","Chromo PF00385 47-96, Pre-SET PF05033 144-242, SET PF00856 262-373","KMT","Chromatin-modifying enzymes / K-methyltransferases","Histone modification write","Histone methylation","15107829","#","histone","H3K9me1","H3K9me3","15107829","Suv39h proteins are histone methyltransferases that methylate histone H3 on lysine 9, resulting in transcriptional repression or silencing of target genes.",0.176694796214286,0.0172213770277778,0.0170494366666667,0,0,1.29781356388181,1.30812201792095,2.59251085701183,1.5390893118665,1.17537768941106,1.27881740307472,1.88075604223625,2.8986690013069,2.82635328724503,2.95805037111302,1.09269043513653,0.358,0,0,0.443448487274543
"ENSG00000163932","HGNC:9399","PRKCD","protein kinase C, delta","5580","Q05655","KPCD_HUMAN","C1_1 PF00130 159-211 231-283, Pkinase PF00069 349-603, Pkinase_C PF00433 623-669","#","#","Histone modification","#","17984964","#","histone","#","#","#","Cross-regulation of histone modifications",0.0573265329107143,0.0883352738518519,0,0.6543238,0,3.35138946189398,3.55282400121932,3.52557467914429,3.83155300362634,2.85448643917648,2.4926325822341,5.16476616907365,1.23540188376992,0.623002883543098,0.725472217469529,0.593294925357386,0.171,1,0,0.443228109243925
"ENSG00000118156","HGNC:25294","ZNF541","zinc finger protein 541","84215","Q9H0D2","ZN541_HUMAN","ELM2 PF01448 1074-1131, Pfam-B_17081 PB017081 567-665, Pfam-B_27795 PB027795 956-1034, Pfam-B_3685 PB003685 772-954, Pfam-B_40457 PB040457 1171-1225, zf-C2H2 PF00096 168-190, zf-C2H2_4 PF13894 140-163 196-221","ZNF","Zinc fingers, C2H2-type","Chromatin remodeling","#","18849567","#","chromatin","#","#","#","Forms a complex with chromatin remodeling activity during spermatogenesis. UniProt: Component of some chromatin remodeling multiprotein complex that plays a role during spermatogenesis (by similarity).",0.242957274089286,0.1559713515,0.195339603333333,0.11930728,0.156803015,0.279528348573573,0.222258656695186,0.825441700067147,0.627223936210472,0.31557898208698,0.328461958154332,0.329317665197799,0.00390258887474158,0,0,0,0.155,0,0,0.441995265228313
"ENSG00000085185","HGNC:25657","BCORL1","BCL6 corepressor-like 1","63035","Q5H9F3","BCORL_HUMAN","Ank_2 PF12796 1410-1486 1426-1519, Pfam-B_1109 PB001109 110-149, Pfam-B_16739 PB016739 560-637, Pfam-B_20248 PB020248 740-800, Pfam-B_31169 PB031169 1-76, Pfam-B_8912 PB008912 383-533","ANKRD","Ankyrin repeat domain containing","Histone modification erase cofactor","Histone deacetylation","23523425, 17379597","BCOR","histone","H3K36me2","#","23523425","Homologous to BCOR; which is a component of a complex (dRAF-like complex) in companion with KDM2B, a H3K36me2 demethylase.",0.120980618696429,0.0833907183425926,0.139928839,0.018525755,0.0719023495,1.48914213135016,1.55249265914574,3.19955378380091,1.93984340018158,1.4198516662511,1.66428257857396,2.98891186495402,0.23996524294629,0.921073968444546,0.593791776656491,0.425383215306068,0.152,0,1,0.441521098708171
"ENSG00000121988","HGNC:25249","ZRANB3","zinc finger, RAN-binding domain containing 3","84083","Q5FWF4","ZRAB3_HUMAN","HNH PF01844 1009-1051, Helicase_C PF00271 357-435, Pfam-B_14328 PB014328 729-854, SNF2_N PF00176 40-326, zf-RanBP PF00641 621-650","ZRANB","Zinc fingers, RAN-binding domain containing","Chromatin remodeling, Histone modification read cofactor","Histone methylation","22705370","#","histone","#","#","22705370","All four proteins (HARP, HARP-like domain (HPL), SMARCA1, RAD54L) belong to the SNF2 =ZRANB3 family, whose members participate in a variety of processes including chromatin remodeling, transcription, DNA repair, and recombination.",4.7284288625,2.59544874666667,1.91136366666667,1.3898149,2.11692955,0.677478474744587,0.75834795414299,0.854796788910901,0.995422287178699,0.682567904085008,0.884427561565037,1.03297536624828,1.05417955506786,1.13796931123916,1.04570455080894,0.460657479172112,0.947,0,0,0.441378676952815
"ENSG00000121481","HGNC:10061","RNF2","ring finger protein 2","6045","Q99496","RING2_HUMAN","zf-C3HC4 PF00097 51-90","RNF","RING-type (C3HC4) zinc fingers","Histone modification write","Histone ubiquitination","16943429","PRC1, BCOR, RING2-L3MBTL2, RING2-FBRS, CHD8, MLL2/3, MLL4/WBP7","histone","H2AK119","H2AK119ub","16943429","RNF2 is the only BCOR complex PcG protein with a known enzymatic activity: an E3 ligase for the histone protein H2A (12, 78). Ub-H2A is thought to be involved in maintaining a repressed chromatin state.",0.497397692964286,0.068846924257963,0,0,0,2.36833254188597,2.11899753392818,3.2503340465853,2.5702103158398,2.32097271450448,2.6937255748577,3.07114139424817,2.75338412697852,2.55186589383173,2.63626594853922,2.40602498386485,0.171,0,0,0.441287007046906
"ENSG00000168283","HGNC:1066","BMI1","BMI1 proto-oncogene, polycomb ring finger","648","P35226","BMI1_HUMAN","zf-C3HC4 PF00097 18-56","RNF, PCGF","RING-type (C3HC4) zinc fingers, Polycomb group ring fingers","Polycomb group (PcG) protein","#","15386022","PRC1","#","#","#","15386022","The complex, termed hPRC1L (human Polycomb repressive complex 1-like), is composed of several Polycomb-group proteins including Ring1, Ring2, Bmi1 and HPH2.",0,0,0,0,0,4.45494573938921,4.63016954639039,5.50558769060896,4.49812957390799,4.64160382821178,4.78223555696575,5.12589075955132,0.71622190532162,1.262073673043,1.5592322452007,1.77971043124851,0.352,0,0,0.441111707361388
"ENSG00000118418","HGNC:12312","HMGN3","high mobility group nucleosomal binding domain 3","9324","Q15651","HMGN3_HUMAN","HMG14_17 PF01101 2-98","HMG","High-mobility group / Canonical","Chromatin remodeling","#","22395460, 20123071","#","histone","H1","#","#","HMGB1-4 proteins are believed to dock to the H1 linker.",7.95193972321429,7.70483408888889,6.29632466666667,1.4025487,3.76637165,6.72338108049953,6.70505588528646,7.67048984279317,6.69723170643806,6.5075377859103,6.62395170312054,7.15949800374712,5.35145959356166,5.09218742072318,4.97821628150208,3.44940128740739,1.031,0,0,0.440892431027667
"ENSG00000011332","HGNC:20225","DPF1","D4, zinc and double PHD fingers family 1","#","Q92782","DPF1_HUMAN","PHD PF00628 256-311 310-368, Pfam-B_77905 PB077905 1-37, Requiem_N PF14051 38-111","PHF","Zinc fingers, PHD-type","Chromatin remodeling cofactor","#","21931736","nBAF, SWI/SNF BRM-BRG1","chromatin","#","#","21931736","Belongs to the neuron-specific chromatin remodeling complex (nBAF complex). Baf45b=DPF1 and Baf53b are both brain specific components of the SWI/SNF complex varaint nBAF.",0.752904394196429,0.365058151148148,0,0,0,3.656667973556,3.56711157608204,3.9948647957594,4.93342156280763,3.7795644089256,3.52807116457874,0.180789482185873,0.888451158307013,0.329583476713666,0.747580060416576,1.90173079884944,0.285,0,0,0.440732542871936
"ENSG00000141644","HGNC:6916","MBD1","methyl-CpG binding domain protein 1","4152","Q9UIS9","MBD1_HUMAN","MBD PF01429 1-85, Pfam-B_12306 PB012306 468-526, Pfam-B_9691 PB009691 528-587, zf-CXXC PF02008 168-215 217-262 330-377","#","#","Histone modification write cofactor, TF","Histone methylation, TF repressor","15327775","#","DNA","mCG, DNA motif","#","15327775","MBD1 recruits SETDB1 to the large subunit of chromatin assembly factor CAF-1 to form an S phase-specific CAF-1/MBD1/SETDB1 complex that facilitates methylation of H3-K9 during replication-coupled chromatin assembly. In the absence of MBD1, H3-K9 methylation is lost at multiple genomic loci and results in activation of p53BP2 gene, normally repressed by MBD1 in HeLa cells. Data suggest a model in which H3-K9 methylation by SETDB1 is dependent on MBD1 and is heritably maintained through DNA replication to support the formation of stable heterochromatin at methylated DNA.",1.25859732517857,0.432967168274074,0,0,0,3.80248276108277,4.01617982649583,5.46930318165364,4.68508234747654,3.93984716048529,4.10420244938244,5.30571886618114,1.79739489771774,1.81626302451371,2.00563536676081,1.97450793953137,0.268,0,1,0.440496921610364
"ENSG00000070061","HGNC:5959","IKBKAP","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein","8518","O95163","ELP1_HUMAN","IKI3 PF04762 1-954, Pfam-B_8846 PB008846 1048-1212","ELP","Elongator acetyltransferase complex subunits","Scaffold protein","#","11818576, 11714725","Pol2 elongator","#","RNA","#","11818576, 11714725","The human Elongator facilitates transcription by RNA polymerase II in a chromatin- and acetyl-CoA-dependent manner. Several human homologues of the yeast Elongator subunits have been identified as subunits of the human Elongator complex, including StIP1 (STAT-interacting protein 1) and IKAP (IKK complex-associated protein) =IKBKAP.",5.68357329285714,3.30651511851852,0.203102183333333,0,0.1809858235,3.42009428959994,3.85897561429202,6.21085443877777,4.45758772577993,3.60494901249971,4.21526700487022,4.70912517955701,2.7446533382777,2.30931216322611,2.62950335193318,2.78412885732755,0.735,0,0,0.4404936557277
"ENSG00000114166","HGNC:8638","KAT2B","K(lysine) acetyltransferase 2B","8850","Q92831","KAT2B_HUMAN","Acetyltransf_7 PF13508 541-624, Bromodomain PF00439 732-815, PCAF_N PF06466 74-327, Pfam-B_358817 PB358817 339-381","KAT","Chromatin-modifying enzymes / K-acetyltransferases","Histone modification write","Histone acetylation","8945521","#","histone","#","#","8945521","The cellular p300/CBP associated factor (PCAF=KAT2B) possesses intrinsic histone acetyltransferase activity.",1.24097477939286,1.18121412451852,7.10769996666667,0.258508,4.64650935,5.15950809509939,4.94040169796984,5.18835344592461,4.74973269163117,4.76877716385166,4.75081549826546,4.50910673730638,0.0916869725290716,0.716282663655171,0.69921102025742,0.96532444434521,0.294,0,1,0.439573024277216
"ENSG00000204227","HGNC:10018","RING1","ring finger protein 1","6015","Q06587","RING1_HUMAN","Pfam-B_11743 PB011743 292-404, Pfam-B_13488 PB013488 241-291, Pfam-B_23468 PB023468 191-239, zf-C3HC4 PF00097 48-87","RNF","RING-type (C3HC4) zinc fingers","Histone modification write, Polycomb group (PcG) protein","Histone ubiquitination","15386022","PRC1, BCOR, RING2-L3MBTL2, RING2-FBRS","histone","H2AK119","H2AK119ub","15386022","The complex hPRC1L (human Polycomb repressive complex 1-like) is composed of several Polycomb-group proteins including Ring1, Ring2, Bmi1 and HPH2. hPRC1L monoubiquitinates nucleosomal histone H2A at lysine 119.",2.92662698125,1.29305666862963,0.0616321156666667,0,0,5.1614644834989,5.53653164630678,6.99461366425819,5.8042472067094,5.29059396660041,5.73809225962049,6.10007357828599,2.84918049616936,2.91313088286123,3.39101958588112,2.8159621928924,0.472,0,0,0.439293094951097
"ENSG00000100462","HGNC:10894","PRMT5","protein arginine methyltransferase 5","10419","O14744","ANM5_HUMAN","PRMT5 PF05185 181-619, Pfam-B_18578 PB018578 1-49","PRMT","Protein arginine methyltransferases","Histone modification write","Histone methylation","18404153","methylosome","histone","H3R8, H4R3","H3R8me, H4R3me","18404153","PRMT5 regulates gene transcription by methylating histones H3 (R8) and H4.",0.00833325607142857,0.000154826962962963,0,0,0,3.48811649039411,3.70981445510015,4.95523607220047,4.36641314488576,3.33952651795505,3.733658033919,5.07646503300028,4.25774748683427,3.54827692286709,3.67153161198115,2.51628821966175,0.124,0,0,0.439035746489428
"ENSG00000198945","HGNC:23035","L3MBTL3","l(3)mbt-like 3 (Drosophila)","84456","Q96JM7","LMBL3_HUMAN","MBT PF02820 268-340 375-447 479-548, Pfam-B_29190 PB029190 1-79, SAM_1 PF00536 706-770","SAMD","Sterile alpha motif (SAM) domain containing","Histone modification read","#","23292653","#","histone","H4K20me","#","23292653","Binds L3MBTL3 with a similar affinity to H4K20me histone",1.21743656375893,0.16946593577037,0,0,0,1.63595865222117,1.62265630651776,1.30464537557969,1.83430265726166,1.64812486237339,1.98391842776691,3.03121873061072,1.65115965788099,1.40984356137212,1.77237538215615,1.09775577625046,0.269,0,0,0.438663389048069
"ENSG00000183741","HGNC:1556","CBX6","chromobox homolog 6","23466","O95503","CBX6_HUMAN","Chromo PF00385 11-60, Pfam-B_41557 PB041557 291-379, Pfam-B_49897 PB049897 381-410","#","#","Histone modification read","#","21047797","PRC1","histone","H3K9me3, H3K27me3","#","21047797","Cbx6 and Cbx8 have functional aromatic cages and hydrophobic fingers very similar to those of Cbx2, -4, and -7, but the former bind to H3K9me3 and H3K27me3 peptides with much lower affinity.",1.18737691160714,0.948819382592593,0,0,0,6.16140200076688,5.38629363515099,6.65338323976924,6.71428673693559,6.10732170969651,5.33048310831503,4.95537790554263,1.78624062440797,1.51681085477249,1.79998866024412,2.93387802815233,0.262,0,0,0.436002874337779
"ENSG00000106462","HGNC:3527","EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit","2146","Q15910","EZH2_HUMAN","EZH2_WD-Binding PF11616 39-68, SET PF00856 623-727","KMT","Chromatin-modifying enzymes / K-methyltransferases","Histone modification write, Polycomb group (PcG) protein","Histone methylation","19026781","PRC2","histone","H3K27","H3K27me1, H3K27me2, H3K27me3","19026781","Polycomb group proteins are critical to maintaining gene repression established during Drosophila development. Part of this group forms the PRC2 complex containing Ez that catalyzes di- and trimethylation of histone H3 lysine 27 (H3K37me2/3), marks repressive to transcription. The mammalian homologs Ezh1 and Ezh2 form similar PRC2 complexes, but exhibit contrasting repressive roles. While PRC2-Ezh2 catalyzes H3K27me2/3 and its knockdown affects global H3K27me2/3 levels, PRC2-Ezh1 performs this function weakly.",0.203190244910714,0.101686624537037,0.057281053,0.009021352,0.02931579,0.732976804096197,0.806044359875163,3.10331047166156,0.898551230018445,0.80159077892464,0.787062130834635,2.11510650814705,2.70165608624468,3.03341837697273,3.1080328328277,1.06540093620138,0.146,0,0,0.435529969006891
