"Gene name","Ensembl ID","Gene description","Contains canonical RBD","Pfam ID","Protein domains","Pfam Description"
"IWS1","ENSG00000163166","IWS1, SUPT6H interacting protein [Source:HGNC Symbol;Acc:HGNC:25467]",0,"PF08711","Med26","TFIIS helical bundle-like domain"
"JAKMIP1","ENSG00000152969","janus kinase and microtubule interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26460]",0,"PF16034",NA,NA
"JMJD6","ENSG00000070495","arginine demethylase and lysine hydroxylase [Source:HGNC Symbol;Acc:HGNC:19355]",0,"PF02373","JmjC","JmjC domain, hydroxylase"
"JUP","ENSG00000173801","junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]",0,"PF00514","Arm","Armadillo/beta-catenin-like repeat"
"KARS","ENSG00000065427","lysyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6215]",1,"PF00152|PF01336","tRNA-synt_2|tRNA_anti-codon","tRNA synthetases class II (D, K and N)|OB-fold nucleic acid binding domain"
"KAT8","ENSG00000103510","lysine acetyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:17933]",1,"PF11717|PF01853","Tudor-knot|MOZ_SAS","RNA binding activity-knot of a chromodomain|MOZ/SAS family"
"KATNA1","ENSG00000186625","katanin catalytic subunit A1 [Source:HGNC Symbol;Acc:HGNC:6216]",0,"PF00004|PF09336","AAA|Vps4_C","ATPase family associated with various cellular activities (AAA)|Vps4 C terminal oligomerisation domain"
"KCTD12","ENSG00000178695","potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678]",0,"PF02214","BTB_2","BTB/POZ domain"
"KDM1A","ENSG00000004487","lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]",0,"PF04433|PF01593","SWIRM|Amino_oxidase","SWIRM domain|Flavin containing amine oxidoreductase"
"KDM3B","ENSG00000120733","lysine demethylase 3B [Source:HGNC Symbol;Acc:HGNC:1337]",0,"PF02373","JmjC","JmjC domain, hydroxylase"
"KDM5C","ENSG00000126012","lysine demethylase 5C [Source:HGNC Symbol;Acc:HGNC:11114]",0,"PF01388|PF00628|PF02928|PF08429|PF02373|PF02375","ARID|PHD|zf-C5HC2|JmjC|JmjN","ARID/BRIGHT DNA binding domain|PHD-finger|C5HC2 zinc finger|JmjC domain, hydroxylase|jmjN domain"
"KHDC1","ENSG00000135314","KH homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21366]",0,"PF16005","MOEP19","KH-like RNA-binding domain"
"KHDRBS1","ENSG00000121774","KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]",1,"PF16274|PF00013|PF16568","Qua1|KH_1|Sam68-YY","Qua1 domain|KH domain|Tyrosine-rich domain of Sam68"
"KHDRBS2","ENSG00000112232","KH RNA binding domain containing, signal transduction associated 2 [Source:HGNC Symbol;Acc:HGNC:18114]",1,"PF00013|PF16274|PF16568","KH_1|Qua1|Sam68-YY","KH domain|Qua1 domain|Tyrosine-rich domain of Sam68"
"KHDRBS3","ENSG00000131773","KH RNA binding domain containing, signal transduction associated 3 [Source:HGNC Symbol;Acc:HGNC:18117]",1,"PF16568|PF00013|PF16274","Sam68-YY|KH_1|Qua1","Tyrosine-rich domain of Sam68|KH domain|Qua1 domain"
"KHNYN","ENSG00000100441","KH and NYN domain containing [Source:HGNC Symbol;Acc:HGNC:20166]",0,"PF11977","RNase_Zc3h12a","Zc3h12a-like Ribonuclease NYN domain"
"KHSRP","ENSG00000088247","KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]",1,"PF09005|PF00013","DUF1897|KH_1","Domain of unknown function (DUF1897)|KH domain"
"KIAA0196","ENSG00000164961","KIAA0196 [Source:HGNC Symbol;Acc:HGNC:28984]",0,"PF10266",NA,NA
"KIAA0368","ENSG00000136813","KIAA0368 [Source:HGNC Symbol;Acc:HGNC:29020]",0,"PF12755|PF13001",NA,NA
"KIAA0391","ENSG00000100890","KIAA0391 [Source:HGNC Symbol;Acc:HGNC:19958]",0,"PF16953","PRORP","Protein-only RNase P"
"KIAA0430","ENSG00000166783|ENSG00000277140","KIAA0430 [Source:HGNC Symbol;Acc:HGNC:29562]",0,"PF12872|PF11608|PF01936","OST-HTH|Limkain-b1|NYN","OST-HTH/LOTUS domain|Limkain b1|NYN domain"
"KIAA0922","ENSG00000121210","KIAA0922 [Source:HGNC Symbol;Acc:HGNC:29146]",0,"PF12371",NA,NA
"KIAA1033","ENSG00000136051","KIAA1033 [Source:HGNC Symbol;Acc:HGNC:29174]",0,"PF14745|PF14744|PF14746",NA,NA
"KIAA1429","ENSG00000164944","KIAA1429 [Source:HGNC Symbol;Acc:HGNC:24500]",0,"PF15912",NA,NA
"KIAA1468","ENSG00000134444","KIAA1468 [Source:HGNC Symbol;Acc:HGNC:29289]",0,NA,NA,NA
"KIAA1524","ENSG00000163507","KIAA1524 [Source:HGNC Symbol;Acc:HGNC:29302]",0,NA,NA,NA
"KIAA1671","ENSG00000197077","KIAA1671 [Source:HGNC Symbol;Acc:HGNC:29345]",0,"PF15327",NA,NA
"KIDINS220","ENSG00000134313","kinase D-interacting substrate 220kDa [Source:HGNC Symbol;Acc:HGNC:29508]",0,"PF07693|PF12796|PF13637","Ank_2|Ank_4","Ankyrin repeats (3 copies)|Ankyrin repeats (many copies)"
"KIF11","ENSG00000138160","kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388]",0,"PF13931|PF00225","Kinesin","Kinesin motor domain"
"KIF14","ENSG00000118193","kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]",0,"PF00498|PF00225|PF16183","FHA|Kinesin|Kinesin_assoc","FHA domain|Kinesin motor domain|Kinesin-associated"
"KIF15","ENSG00000163808|ENSG00000280610","kinesin family member 15 [Source:HGNC Symbol;Acc:HGNC:17273]",0,"PF00225|PF12711|PF15908","Kinesin","Kinesin motor domain"
"KIF1B","ENSG00000054523","kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]",0,"PF00225|PF16183|PF00498|PF12473|PF12423|PF00169","Kinesin|Kinesin_assoc|FHA|PH","Kinesin motor domain|Kinesin-associated|FHA domain|PH domain"
"KIF1BP","ENSG00000198954","KIF1 binding protein [Source:HGNC Symbol;Acc:HGNC:23419]",0,"PF12309",NA,NA
"KIF1C","ENSG00000129250","kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]",0,"PF00498|PF00225|PF16183","FHA|Kinesin|Kinesin_assoc","FHA domain|Kinesin motor domain|Kinesin-associated"
"KIF20A","ENSG00000112984","kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]",0,"PF00225","Kinesin","Kinesin motor domain"
"KIF23","ENSG00000137807","kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]",0,"PF16540|PF00225","MKLP1_Arf_bdg|Kinesin","Arf6-interacting domain of mitotic kinesin‐like protein 1|Kinesin motor domain"
"KIF2A","ENSG00000068796","kinesin family member 2A [Source:HGNC Symbol;Acc:HGNC:6318]",0,"PF00225","Kinesin","Kinesin motor domain"
"KIF2C","ENSG00000142945","kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]",0,"PF00225","Kinesin","Kinesin motor domain"
"KIF4A","ENSG00000090889","kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]",0,"PF00225","Kinesin","Kinesin motor domain"
"KIF5B","ENSG00000170759","kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]",0,"PF00225","Kinesin","Kinesin motor domain"
"KIFC1","ENSG00000056678|ENSG00000204197|ENSG00000233450|ENSG00000237649","kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389]",0,"PF00225","Kinesin","Kinesin motor domain"
"KIN","ENSG00000151657","Kin17 DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:6327]",0,"PF10357","Kin17_mid","Domain of Kin17 curved DNA-binding protein"
"KLC1","ENSG00000126214","kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]",0,"PF13374|PF13424","TPR_10|TPR_12","Tetratricopeptide repeat"
"KLC2","ENSG00000174996","kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716]",0,"PF13424|PF13374","TPR_12|TPR_10","Tetratricopeptide repeat"
"KMT2A","ENSG00000118058","lysine methyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:7132]",0,"PF13771|PF05965|PF02008|PF00856|PF05964|PF00628","zf-HC5HC2H|FYRC|zf-CXXC|SET|FYRN|PHD","PHD-like zinc-binding domain|F/Y rich C-terminus|CXXC zinc finger domain|SET domain|F/Y-rich N-terminus|PHD-finger"
"KMT2D","ENSG00000167548","lysine methyltransferase 2D [Source:HGNC Symbol;Acc:HGNC:7133]",0,"PF13771|PF00628|PF00856|PF05964|PF05965|PF13832","zf-HC5HC2H|PHD|SET|FYRN|FYRC|zf-HC5HC2H_2","PHD-like zinc-binding domain|PHD-finger|SET domain|F/Y-rich N-terminus|F/Y rich C-terminus|PHD-zinc-finger like domain"
"KNOP1","ENSG00000103550","lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404]",0,"PF15477",NA,NA
"KNTC1","ENSG00000184445","kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]",0,"PF10493",NA,NA
"KPNA1","ENSG00000114030","karyopherin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6394]",0,"PF16186|PF01749|PF00514","Arm_3|IBB|Arm","Atypical Arm repeat|Importin beta binding domain|Armadillo/beta-catenin-like repeat"
"KPNA2","ENSG00000182481","karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]",0,"PF16186|PF00514|PF01749","Arm_3|Arm|IBB","Atypical Arm repeat|Armadillo/beta-catenin-like repeat|Importin beta binding domain"
"KPNA3","ENSG00000102753","karyopherin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6396]",0,"PF00514|PF16186|PF01749","Arm|Arm_3|IBB","Armadillo/beta-catenin-like repeat|Atypical Arm repeat|Importin beta binding domain"
"KPNA4","ENSG00000186432","karyopherin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6397]",0,"PF00514|PF01749|PF16186","Arm|IBB|Arm_3","Armadillo/beta-catenin-like repeat|Importin beta binding domain|Atypical Arm repeat"
"KPNA6","ENSG00000025800","karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399]",0,"PF00514|PF01749|PF16186","Arm|IBB|Arm_3","Armadillo/beta-catenin-like repeat|Importin beta binding domain|Atypical Arm repeat"
"KPNB1","ENSG00000108424","karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]",0,"PF13513|PF03810|PF02985","HEAT_EZ|IBN_N|HEAT","HEAT-like repeat|Importin-beta N-terminal domain|HEAT repeat"
"KPRP","ENSG00000203786","keratinocyte proline rich protein [Source:HGNC Symbol;Acc:HGNC:31823]",0,NA,NA,NA
"KRI1","ENSG00000129347","KRI1 homolog [Source:HGNC Symbol;Acc:HGNC:25769]",0,"PF12936|PF05178",NA,NA
"KRR1","ENSG00000111615","KRR1, small subunit processome component homolog [Source:HGNC Symbol;Acc:HGNC:5176]",0,NA,NA,NA
"KRT18","ENSG00000111057","keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]",0,"PF00038","Filament","Intermediate filament protein"
"KTN1","ENSG00000126777","kinectin 1 [Source:HGNC Symbol;Acc:HGNC:6467]",0,"PF05104|PF00435","Spectrin","Spectrin repeat"
"KYAT3","ENSG00000137944","kynurenine aminotransferase 3 [Source:HGNC Symbol;Acc:HGNC:33238]",0,"PF00155","Aminotran_1_2","Aminotransferase class I and II"
"L1CAM","ENSG00000198910","L1 cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6470]",0,"PF07679|PF00041|PF13882|PF13927","I-set|fn3|Ig_3","Immunoglobulin I-set domain|Fibronectin type III domain|Immunoglobulin domain"
"L3MBTL3","ENSG00000198945","l(3)mbt-like 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:23035]",1,"PF00536|PF02820","SAM_1|MBT","SAM domain (Sterile alpha motif)|mbt repeat"
"LAMB1","ENSG00000091136","laminin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6486]",0,"PF00053|PF00055","Laminin_EGF|Laminin_N","Laminin EGF domain|Laminin N-terminal (Domain VI)"
"LAMP1","ENSG00000185896","lysosomal associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6499]",0,"PF01299","Lamp","Lysosome-associated membrane glycoprotein (Lamp)"
"LANCL1","ENSG00000115365","LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]",0,"PF05147","LANC_like","Lanthionine synthetase C-like protein"
"LAP3","ENSG00000002549","leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]",0,"PF00883|PF02789","Peptidase_M17|Peptidase_M17_N","Cytosol aminopeptidase family, catalytic domain|Cytosol aminopeptidase family, N-terminal domain"
"LARP1","ENSG00000155506","La ribonucleoprotein domain family member 1 [Source:HGNC Symbol;Acc:HGNC:29531]",1,"PF05383","La","La domain"
"LARP1B","ENSG00000138709","La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]",1,"PF05383","La","La domain"
"LARP4","ENSG00000161813","La ribonucleoprotein domain family member 4 [Source:HGNC Symbol;Acc:HGNC:24320]",1,"PF05383","La","La domain"
"LARP4B","ENSG00000107929","La ribonucleoprotein domain family member 4B [Source:HGNC Symbol;Acc:HGNC:28987]",1,"PF05383","La","La domain"
"LARP6","ENSG00000166173","La ribonucleoprotein domain family member 6 [Source:HGNC Symbol;Acc:HGNC:24012]",1,"PF05383|PF12901","La","La domain"
"LARP7","ENSG00000174720","La ribonucleoprotein domain family member 7 [Source:HGNC Symbol;Acc:HGNC:24912]",1,"PF08777|PF05383|PF00076","RRM_3|La|RRM_1","RNA binding motif|La domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"LARS","ENSG00000133706","leucyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6512]",0,"PF08264|PF00133|PF09334","Anticodon_1|tRNA-synt_1|tRNA-synt_1g","Anticodon-binding domain of tRNA|tRNA synthetases class I (I, L, M and V)|tRNA synthetases class I (M)"
"LARS2","ENSG00000011376","leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]",0,"PF00133|PF08264","tRNA-synt_1|Anticodon_1","tRNA synthetases class I (I, L, M and V)|Anticodon-binding domain of tRNA"
"LAS1L","ENSG00000001497","LAS1 like, ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726]",0,"PF04031",NA,NA
"LASP1","ENSG00000002834","LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]",0,"PF00412|PF14604|PF00880","LIM|SH3_9","LIM domain|Variant SH3 domain"
"LBR","ENSG00000143815","lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]",0,"PF01222|PF09465","ERG4_ERG24|LBR_tudor","Ergosterol biosynthesis ERG4/ERG24 family|Lamin-B receptor of TUDOR domain"
"LCMT2","ENSG00000168806","leucine carboxyl methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:17558]",0,"PF04072|PF13964","LCM","Leucine carboxyl methyltransferase"
"LCP1","ENSG00000136167","lymphocyte cytosolic protein 1 [Source:HGNC Symbol;Acc:HGNC:6528]",0,"PF00307|PF13499|PF00036","CH|EF-hand_7|EF-hand_1","Calponin homology (CH) domain|EF-hand domain pair|EF hand"
"LDHA","ENSG00000134333","lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]",0,"PF02866|PF00056","Ldh_1_C|Ldh_1_N","lactate/malate dehydrogenase, alpha/beta C-terminal domain|lactate/malate dehydrogenase, NAD binding domain"
"LDHB","ENSG00000111716","lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]",0,"PF00056|PF02866","Ldh_1_N|Ldh_1_C","lactate/malate dehydrogenase, NAD binding domain|lactate/malate dehydrogenase, alpha/beta C-terminal domain"
"LEMD3","ENSG00000174106","LEM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28887]",0,"PF09402|PF03020","MSC|LEM","Man1-Src1p-C-terminal domain|LEM domain"
"LEO1","ENSG00000166477","LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]",0,"PF04004","Leo1","Leo1-like protein"
"LGALS1","ENSG00000100097","galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]",0,"PF00337","Gal-bind_lectin","Galactoside-binding lectin"
"LGALS3","ENSG00000131981","galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]",0,"PF00337","Gal-bind_lectin","Galactoside-binding lectin"
"LGALS3BP","ENSG00000108679","galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564]",0,"PF00530|PF07707","SRCR|BACK","Scavenger receptor cysteine-rich domain|BTB And C-terminal Kelch"
"LIG1","ENSG00000105486","DNA ligase 1 [Source:HGNC Symbol;Acc:HGNC:6598]",0,"PF04675|PF01068|PF04679","DNA_ligase_A_N|DNA_ligase_A_M|DNA_ligase_A_C","DNA ligase N terminus|ATP dependent DNA ligase domain|ATP dependent DNA ligase C terminal region"
"LIG3","ENSG00000005156","DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]",0,"PF04675|PF04679|PF01068|PF16759|PF00645","DNA_ligase_A_N|DNA_ligase_A_C|DNA_ligase_A_M|LIG3_BRCT|zf-PARP","DNA ligase N terminus|ATP dependent DNA ligase C terminal region|ATP dependent DNA ligase domain|DNA ligase 3 BRCT domain|Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region"
"LIMA1","ENSG00000050405","LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]",0,"PF00412","LIM","LIM domain"
"LIMD1","ENSG00000144791","LIM domains containing 1 [Source:HGNC Symbol;Acc:HGNC:6612]",0,"PF00412","LIM","LIM domain"
"LIMS1","ENSG00000169756","LIM zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:6616]",0,"PF00412","LIM","LIM domain"
"LIN28A","ENSG00000131914","lin-28 homolog A [Source:HGNC Symbol;Acc:HGNC:15986]",1,"PF00098|PF00313","zf-CCHC|CSD","Zinc knuckle|'Cold-shock' DNA-binding domain"
"LIN28B","ENSG00000187772","lin-28 homolog B [Source:HGNC Symbol;Acc:HGNC:32207]",1,"PF00098|PF00313","zf-CCHC|CSD","Zinc knuckle|'Cold-shock' DNA-binding domain"
"LLGL1","ENSG00000131899","LLGL1, scribble cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:6628]",1,"PF00400|PF08366","WD40","WD domain, G-beta repeat"
"LLPH","ENSG00000139233","LLP homolog, long-term synaptic facilitation [Source:HGNC Symbol;Acc:HGNC:28229]",0,"PF10169",NA,NA
"LMAN1","ENSG00000074695","lectin, mannose binding 1 [Source:HGNC Symbol;Acc:HGNC:6631]",0,"PF03388","Lectin_leg-like","Legume-like lectin family"
"LMAN2","ENSG00000169223","lectin, mannose binding 2 [Source:HGNC Symbol;Acc:HGNC:16986]",0,"PF03388","Lectin_leg-like","Legume-like lectin family"
"LMF2","ENSG00000100258","lipase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:25096]",0,"PF06762",NA,NA
"LMNA","ENSG00000160789","lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]",0,"PF00038|PF00932","Filament|LTD","Intermediate filament protein|Lamin Tail Domain"
"LMNB1","ENSG00000113368","lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637]",0,"PF00038|PF00932","Filament|LTD","Intermediate filament protein|Lamin Tail Domain"
"LMNB2","ENSG00000176619","lamin B2 [Source:HGNC Symbol;Acc:HGNC:6638]",0,"PF00038|PF00932","Filament|LTD","Intermediate filament protein|Lamin Tail Domain"
"LMO7","ENSG00000136153","LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]",0,"PF15949|PF00412|PF00595|PF00307","LIM|PDZ|CH","LIM domain|PDZ domain (Also known as DHR or GLGF)|Calponin homology (CH) domain"
"LNPEP","ENSG00000113441","leucyl and cystinyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:6656]",0,"PF01433|PF11838","Peptidase_M1|ERAP1_C","Peptidase family M1|ERAP1-like C-terminal domain"
"LONP1","ENSG00000196365","lon peptidase 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:9479]",0,"PF00004|PF02190|PF05362","AAA|LON_substr_bdg|Lon_C","ATPase family associated with various cellular activities (AAA)|ATP-dependent protease La (LON) substrate-binding domain|Lon protease (S16) C-terminal proteolytic domain"
"LPCAT1","ENSG00000153395|ENSG00000275079","lysophosphatidylcholine acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25718]",0,"PF13833|PF01553","EF-hand_8|Acyltransferase","EF-hand domain pair|Acyltransferase"
"LPP","ENSG00000145012","LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]",0,"PF00412","LIM","LIM domain"
"LRBA","ENSG00000198589","LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]",0,"PF15787|PF13385|PF06469|PF14844|PF02138","Laminin_G_3|PH_BEACH|Beach","Concanavalin A-like lectin/glucanases superfamily|PH domain associated with Beige/BEACH|Beige/BEACH domain"
"LRP1","ENSG00000123384","LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]",0,"PF00057|PF14670|PF16472|PF07645|PF12662|PF00058","Ldl_recept_a|FXa_inhibition|DUF5050|EGF_CA|cEGF|Ldl_recept_b","Low-density lipoprotein receptor domain class A|Coagulation Factor Xa inhibitory site|Domain of unknown function (DUF5050)|Calcium-binding EGF domain|Complement Clr-like EGF-like|Low-density lipoprotein receptor repeat class B"
"LRPPRC","ENSG00000138095","leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]",0,"PF13812|PF01535|PF17177","PPR_3|PPR","Pentatricopeptide repeat domain|PPR repeat"
"LRRC40","ENSG00000066557","leucine rich repeat containing 40 [Source:HGNC Symbol;Acc:HGNC:26004]",0,"PF13855","LRR_8","Leucine rich repeat"
"LRRC47","ENSG00000130764","leucine rich repeat containing 47 [Source:HGNC Symbol;Acc:HGNC:29207]",0,"PF13855|PF03483","LRR_8|B3_4","Leucine rich repeat|B3/4 domain"
"LRRC59","ENSG00000108829","leucine rich repeat containing 59 [Source:HGNC Symbol;Acc:HGNC:28817]",0,"PF13855","LRR_8","Leucine rich repeat"
"LRRFIP1","ENSG00000124831","LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]",1,"PF09738","DUF2051","Double stranded RNA binding protein (DUF2051)"
"LRRFIP2","ENSG00000093167","LRR binding FLII interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6703]",1,"PF09738","DUF2051","Double stranded RNA binding protein (DUF2051)"
"LRSAM1","ENSG00000148356","leucine rich repeat and sterile alpha motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25135]",1,"PF13855|PF13920|PF07647","LRR_8|zf-C3HC4_3|SAM_2","Leucine rich repeat|Zinc finger, C3HC4 type (RING finger)|SAM domain (Sterile alpha motif)"
"LSG1","ENSG00000041802","large 60S subunit nuclear export GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25652]",1,"PF01926","MMR_HSR1","50S ribosome-binding GTPase"
"LSM1","ENSG00000175324","LSM1 homolog, mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20472]",1,"PF01423","LSM","LSM domain"
"LSM10","ENSG00000181817","LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:17562]",1,"PF01423","LSM","LSM domain"
"LSM11","ENSG00000155858","LSM11, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:30860]",0,NA,NA,NA
"LSM12","ENSG00000161654","LSM12 homolog [Source:HGNC Symbol;Acc:HGNC:26407]",0,"PF09793",NA,NA
"LSM14A","ENSG00000257103|ENSG00000262860","LSM14A, mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489]",0,"PF12701|PF09532","LSM14|FDF","Scd6-like Sm domain|FDF domain"
"LSM14B","ENSG00000149657","LSM family member 14B [Source:HGNC Symbol;Acc:HGNC:15887]",0,"PF12701|PF09532","LSM14|FDF","Scd6-like Sm domain|FDF domain"
"LSM2","ENSG00000172850|ENSG00000204392|ENSG00000224979|ENSG00000225998|ENSG00000231502|ENSG00000236826","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]",1,"PF01423","LSM","LSM domain"
"LSM3","ENSG00000170860","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17874]",1,"PF01423","LSM","LSM domain"
"LSM4","ENSG00000130520","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17259]",1,"PF01423","LSM","LSM domain"
"LSM5","ENSG00000106355","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]",1,"PF01423","LSM","LSM domain"
"LSM6","ENSG00000164167","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17017]",1,"PF01423","LSM","LSM domain"
"LSM7","ENSG00000130332","LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20470]",1,"PF01423","LSM","LSM domain"
"LSM8","ENSG00000128534","LSM8 homolog, U6 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:20471]",1,"PF01423","LSM","LSM domain"
"LSS","ENSG00000160285|ENSG00000281289","lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase) [Source:HGNC Symbol;Acc:HGNC:6708]",0,"PF13249|PF13243","SQHop_cyclase_N|SQHop_cyclase_C","Squalene-hopene cyclase N-terminal domain|Squalene-hopene cyclase C-terminal domain"
"LTA4H","ENSG00000111144","leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]",0,"PF01433|PF09127","Peptidase_M1|Leuk-A4-hydro_C","Peptidase family M1|Leukotriene A4 hydrolase, C-terminal"
"LTN1","ENSG00000198862","listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]",0,"PF13639","zf-RING_2","Ring finger domain"
"LTV1","ENSG00000135521","LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]",0,"PF04180",NA,NA
"LUC7L","ENSG00000007392","LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]",0,"PF03194",NA,NA
"LUC7L2","ENSG00000146963","LUC7 like 2, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:21608]",0,"PF03194",NA,NA
"LUC7L3","ENSG00000108848","LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]",0,"PF03194",NA,NA
"LUZP1","ENSG00000169641","leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985]",0,NA,NA,NA
"LUZP4","ENSG00000102021","leucine zipper protein 4 [Source:HGNC Symbol;Acc:HGNC:24971]",0,NA,NA,NA
"LYAR","ENSG00000145220","Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]",0,"PF08790","zf-LYAR","LYAR-type C2HC zinc finger"
"LYZ","ENSG00000090382","lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]",0,"PF00062","Lys","C-type lysozyme/alpha-lactalbumin family"
