"Gene name","Ensembl ID","Gene description","Contains canonical RBD","Pfam ID","Protein domains","Pfam Description"
"FTSJ3","ENSG00000108592","FtsJ homolog 3 [Source:HGNC Symbol;Acc:HGNC:17136]",1,"PF11861|PF01728|PF07780","FtsJ","FtsJ-like methyltransferase"
"FUBP1","ENSG00000162613","far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]",1,"PF00013|PF09005","KH_1|DUF1897","KH domain|Domain of unknown function (DUF1897)"
"FUBP3","ENSG00000107164","far upstream element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4005]",1,"PF00013","KH_1","KH domain"
"FUS","ENSG00000089280","FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]",1,"PF00641|PF00076","zf-RanBP|RRM_1","Zn-finger in Ran binding protein and others|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"FXR1","ENSG00000114416","FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023]",1,"PF16096|PF05641|PF00013|PF16097|PF12235","Agenet|KH_1","Agenet domain|KH domain"
"FXR2","ENSG00000129245","FMR1 autosomal homolog 2 [Source:HGNC Symbol;Acc:HGNC:4024]",1,"PF00013|PF16096|PF05641|PF12235","KH_1|Agenet","KH domain|Agenet domain"
"G3BP1","ENSG00000145907","G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]",1,"PF02136|PF00076","NTF2|RRM_1","Nuclear transport factor 2 (NTF2) domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"G3BP2","ENSG00000138757","G3BP stress granule assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:30291]",1,"PF00076|PF02136","RRM_1|NTF2","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Nuclear transport factor 2 (NTF2) domain"
"GAR1","ENSG00000109534","GAR1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14264]",1,"PF04410","Gar1","Gar1/Naf1 RNA binding region"
"GEMIN5","ENSG00000082516","gem nuclear organelle associated protein 5 [Source:HGNC Symbol;Acc:HGNC:20043]",1,"PF00400|PF12894","WD40|ANAPC4_WD40","WD domain, G-beta repeat|Anaphase-promoting complex subunit 4 WD40 domain"
"GFM1","ENSG00000168827","G elongation factor mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:13780]",1,"PF03144|PF03764|PF14492|PF00009|PF00679","GTP_EFTU_D2|EFG_IV|EFG_II|GTP_EFTU|EFG_C","Elongation factor Tu domain 2|Elongation factor G, domain IV|Elongation Factor G, domain II|Elongation factor Tu GTP binding domain|Elongation factor G C-terminus"
"GFM2","ENSG00000164347","G elongation factor mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:29682]",1,"PF00009|PF14492|PF03144|PF00679|PF03764","GTP_EFTU|EFG_II|GTP_EFTU_D2|EFG_C|EFG_IV","Elongation factor Tu GTP binding domain|Elongation Factor G, domain II|Elongation factor Tu domain 2|Elongation factor G C-terminus|Elongation factor G, domain IV"
"GNB1","ENSG00000078369","G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]",1,"PF00400","WD40","WD domain, G-beta repeat"
"GNB2","ENSG00000172354","G protein subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:4398]",1,"PF00400","WD40","WD domain, G-beta repeat"
"GNL1","ENSG00000204590|ENSG00000206412|ENSG00000206492|ENSG00000226882|ENSG00000228581|ENSG00000229470|ENSG00000232143|ENSG00000235986","G protein nucleolar 1 (putative) [Source:HGNC Symbol;Acc:HGNC:4413]",1,"PF01926","MMR_HSR1","50S ribosome-binding GTPase"
"GNL2","ENSG00000134697","G protein nucleolar 2 [Source:HGNC Symbol;Acc:HGNC:29925]",1,"PF01926|PF08153","MMR_HSR1","50S ribosome-binding GTPase"
"GNL3","ENSG00000163938","G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]",1,"PF08701|PF01926","MMR_HSR1","50S ribosome-binding GTPase"
"GNL3L","ENSG00000130119","G protein nucleolar 3 like [Source:HGNC Symbol;Acc:HGNC:25553]",1,"PF01926","MMR_HSR1","50S ribosome-binding GTPase"
"GPATCH1","ENSG00000076650","G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24658]",1,"PF01585|PF07713",NA,NA
"GPATCH4","ENSG00000160818","G-patch domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25982]",1,"PF01585",NA,NA
"GPATCH8","ENSG00000186566","G-patch domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29066]",1,"PF01585|PF12171","zf-C2H2_jaz","Zinc-finger double-stranded RNA-binding"
"GRSF1","ENSG00000132463","G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"GRWD1","ENSG00000105447","glutamate rich WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:21270]",1,"PF12265|PF00400","CAF1C_H4-bd|WD40","Histone-binding protein RBBP4 or subunit C of CAF1 complex|WD domain, G-beta repeat"
"GSPT1","ENSG00000103342","G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]",1,"PF07145|PF03144|PF00009|PF03143","PAM2|GTP_EFTU_D2|GTP_EFTU|GTP_EFTU_D3","Ataxin-2 C-terminal region|Elongation factor Tu domain 2|Elongation factor Tu GTP binding domain|Elongation factor Tu C-terminal domain"
"GSPT2","ENSG00000189369","G1 to S phase transition 2 [Source:HGNC Symbol;Acc:HGNC:4622]",1,"PF00009|PF03143|PF07145|PF03144","GTP_EFTU|GTP_EFTU_D3|PAM2|GTP_EFTU_D2","Elongation factor Tu GTP binding domain|Elongation factor Tu C-terminal domain|Ataxin-2 C-terminal region|Elongation factor Tu domain 2"
"GTF3A","ENSG00000122034","general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]",1,"PF13894","zf-C2H2_4","C2H2-type zinc finger"
"GTF3C2","ENSG00000115207","general transcription factor IIIC subunit 2 [Source:HGNC Symbol;Acc:HGNC:4665]",1,"PF00400","WD40","WD domain, G-beta repeat"
"GTPBP1","ENSG00000100226","GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669]",1,"PF00009","GTP_EFTU","Elongation factor Tu GTP binding domain"
"GTPBP10","ENSG00000105793","GTP binding protein 10 [Source:HGNC Symbol;Acc:HGNC:25106]",1,"PF01926|PF01018","MMR_HSR1|GTP1_OBG","50S ribosome-binding GTPase|GTP1/OBG"
"GTPBP2","ENSG00000172432","GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4670]",1,"PF00009","GTP_EFTU","Elongation factor Tu GTP binding domain"
"GTPBP3","ENSG00000130299","GTP binding protein 3 (mitochondrial) [Source:HGNC Symbol;Acc:HGNC:14880]",1,"PF12631|PF10396|PF01926","MnmE_helical|TrmE_N|MMR_HSR1","MnmE helical domain|GTP-binding protein TrmE N-terminus|50S ribosome-binding GTPase"
"GTPBP6","ENSG00000178605","GTP binding protein 6 (putative) [Source:HGNC Symbol;Acc:HGNC:30189]",1,"PF13167|PF16360|PF01926","GTP-bdg_N|GTP-bdg_M|MMR_HSR1","GTP-binding GTPase N-terminal|GTP-binding GTPase Middle Region|50S ribosome-binding GTPase"
"GTPBP8","ENSG00000163607","GTP binding protein 8 (putative) [Source:HGNC Symbol;Acc:HGNC:25007]",1,"PF01926|PF00009","MMR_HSR1|GTP_EFTU","50S ribosome-binding GTPase|Elongation factor Tu GTP binding domain"
"GUF1","ENSG00000151806","GUF1 homolog, GTPase [Source:HGNC Symbol;Acc:HGNC:25799]",1,"PF00679|PF06421|PF00009|PF03144","EFG_C|LepA_C|GTP_EFTU|GTP_EFTU_D2","Elongation factor G C-terminus|GTP-binding protein LepA C-terminus|Elongation factor Tu GTP binding domain|Elongation factor Tu domain 2"
"HABP4","ENSG00000130956","hyaluronan binding protein 4 [Source:HGNC Symbol;Acc:HGNC:17062]",1,"PF16174|PF04774","IHABP4_N|HABP4_PAI-RBP1","Intracellular hyaluronan-binding protein 4 N-terminal|Hyaluronan / mRNA binding family"
"HBS1L","ENSG00000112339","HBS1 like translational GTPase [Source:HGNC Symbol;Acc:HGNC:4834]",1,"PF08938|PF00009|PF03144|PF03143","HBS1_N|GTP_EFTU|GTP_EFTU_D2|GTP_EFTU_D3","HBS1 N-terminus|Elongation factor Tu GTP binding domain|Elongation factor Tu domain 2|Elongation factor Tu C-terminal domain"
"HDLBP","ENSG00000115677","high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]",1,"PF00013","KH_1","KH domain"
"HELLS","ENSG00000119969","helicase, lymphoid-specific [Source:HGNC Symbol;Acc:HGNC:4861]",1,"PF00271|PF00176","Helicase_C|SNF2_N","Helicase conserved C-terminal domain|SNF2 family N-terminal domain"
"HELZ","ENSG00000198265","helicase with zinc finger [Source:HGNC Symbol;Acc:HGNC:16878]",1,"PF13087|PF00642|PF13086","AAA_12|zf-CCCH|AAA_11","AAA domain|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"HELZ2","ENSG00000130589","helicase with zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:30021]",1,"PF13086|PF13087|PF00773","AAA_11|AAA_12|RNB","AAA domain|RNB domain"
"HERC1","ENSG00000103657","HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867]",1,"PF00415|PF00400|PF00622|PF00632|PF13540","RCC1|WD40|SPRY|HECT|RCC1_2","Regulator of chromosome condensation (RCC1) repeat|WD domain, G-beta repeat|SPRY domain|HECT-domain (ubiquitin-transferase)"
"HLTF","ENSG00000071794","helicase like transcription factor [Source:HGNC Symbol;Acc:HGNC:11099]",1,"PF13920|PF00271|PF00176|PF08797","zf-C3HC4_3|Helicase_C|SNF2_N|HIRAN","Zinc finger, C3HC4 type (RING finger)|Helicase conserved C-terminal domain|SNF2 family N-terminal domain|HIRAN domain"
"HNRNPA0","ENSG00000177733","heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPA1","ENSG00000135486","heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]",1,"PF11627|PF00076","HnRNPA1|RRM_1","Nuclear factor hnRNPA1|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPA1L2","ENSG00000139675","heterogeneous nuclear ribonucleoprotein A1-like 2 [Source:HGNC Symbol;Acc:HGNC:27067]",1,"PF11627|PF00076","HnRNPA1|RRM_1","Nuclear factor hnRNPA1|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPA2B1","ENSG00000122566","heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPA3","ENSG00000170144","heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941]",1,"PF00076|PF11627","RRM_1|HnRNPA1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Nuclear factor hnRNPA1"
"HNRNPAB","ENSG00000197451","heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]",1,"PF08143|PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPC","ENSG00000092199","heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPCL1","ENSG00000179172|ENSG00000282175","heterogeneous nuclear ribonucleoprotein C-like 1 [Source:HGNC Symbol;Acc:HGNC:29295]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPD","ENSG00000138668","heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]",1,"PF08143|PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPDL","ENSG00000152795","heterogeneous nuclear ribonucleoprotein D like [Source:HGNC Symbol;Acc:HGNC:5037]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPF","ENSG00000169813","heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:HGNC:5039]",1,"PF00076|PF08080","RRM_1|zf-RNPHF","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|RNPHF zinc finger"
"HNRNPH1","ENSG00000169045","heterogeneous nuclear ribonucleoprotein H1 (H) [Source:HGNC Symbol;Acc:HGNC:5041]",1,"PF08080|PF00076","zf-RNPHF|RRM_1","RNPHF zinc finger|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPH2","ENSG00000126945","heterogeneous nuclear ribonucleoprotein H2 (H') [Source:HGNC Symbol;Acc:HGNC:5042]",1,"PF00076|PF08080","RRM_1|zf-RNPHF","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|RNPHF zinc finger"
"HNRNPH3","ENSG00000096746","heterogeneous nuclear ribonucleoprotein H3 [Source:HGNC Symbol;Acc:HGNC:5043]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPK","ENSG00000165119","heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:HGNC:5044]",1,"PF00013|PF08067","KH_1","KH domain"
"HNRNPL","ENSG00000104824|ENSG00000282947","heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045]",1,"PF13893|PF00076","RRM_5|RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPLL","ENSG00000143889","heterogeneous nuclear ribonucleoprotein L like [Source:HGNC Symbol;Acc:HGNC:25127]",1,"PF00076|PF13893","RRM_1|RRM_5","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPM","ENSG00000099783","heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]",1,"PF00076|PF11532","RRM_1|HnRNP_M","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Heterogeneous nuclear ribonucleoprotein M"
"HNRNPR","ENSG00000125944|ENSG00000282958","heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:HGNC:5047]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPU","ENSG00000153187","heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]",1,"PF13671|PF02037|PF00622","AAA_33|SAP|SPRY","AAA domain|SAP domain|SPRY domain"
"HNRNPUL1","ENSG00000105323","heterogeneous nuclear ribonucleoprotein U like 1 [Source:HGNC Symbol;Acc:HGNC:17011]",1,"PF00622|PF13671|PF02037","SPRY|AAA_33|SAP","SPRY domain|AAA domain|SAP domain"
"HNRNPUL2","ENSG00000214753","heterogeneous nuclear ribonucleoprotein U like 2 [Source:HGNC Symbol;Acc:HGNC:25451]",1,"PF00622|PF13671|PF02037","SPRY|AAA_33|SAP","SPRY domain|AAA domain|SAP domain"
"HTATSF1","ENSG00000102241","HIV-1 Tat specific factor 1 [Source:HGNC Symbol;Acc:HGNC:5276]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"IFIH1","ENSG00000115267","interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873]",1,"PF00271|PF16739|PF11648|PF04851","Helicase_C|CARD_2|RIG-I_C-RD|ResIII","Helicase conserved C-terminal domain|Caspase recruitment domain|C-terminal domain of RIG-I|Type III restriction enzyme, res subunit"
"IGF2BP1","ENSG00000159217","insulin like growth factor 2 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28866]",1,"PF00076|PF00013","RRM_1|KH_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|KH domain"
"IGF2BP2","ENSG00000073792","insulin like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867]",1,"PF00013|PF00076","KH_1|RRM_1","KH domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"IGF2BP3","ENSG00000136231","insulin like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:28868]",1,"PF00076|PF00013","RRM_1|KH_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|KH domain"
"IGHMBP2","ENSG00000132740","immunoglobulin mu binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5542]",1,"PF13087|PF01428|PF13086|PF01424","AAA_12|zf-AN1|AAA_11|R3H","AAA domain|AN1-like Zinc finger|R3H domain"
"ILF3","ENSG00000129351","interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038]",1,"PF07528|PF00035","DZF|dsrm","DZF domain|Double-stranded RNA binding motif"
"IMP3","ENSG00000177971","IMP3, U3 small nucleolar ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14497]",1,"PF01479|PF00163","S4|Ribosomal_S4","S4 domain|Ribosomal protein S4/S9 N-terminal domain"
"IMP4","ENSG00000136718","IMP4 homolog, U3 small nucleolar ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:30856]",1,"PF04427","Brix","Brix domain"
"INPPL1","ENSG00000165458","inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]",1,"PF03372|PF00017|PF00536","Exo_endo_phos|SH2|SAM_1","Endonuclease/Exonuclease/phosphatase family|SH2 domain|SAM domain (Sterile alpha motif)"
"IRF2BP1","ENSG00000170604","interferon regulatory factor 2 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21728]",1,"PF11261|PF00097","zf-C3HC4","Zinc finger, C3HC4 type (RING finger)"
"ISG20","ENSG00000172183","interferon stimulated exonuclease gene 20 [Source:HGNC Symbol;Acc:HGNC:6130]",1,"PF00929","RNase_T","Exonuclease"
"ISG20L2","ENSG00000143319","interferon stimulated exonuclease gene 20 like 2 [Source:HGNC Symbol;Acc:HGNC:25745]",1,"PF00929","RNase_T","Exonuclease"
"KARS","ENSG00000065427","lysyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6215]",1,"PF00152|PF01336","tRNA-synt_2|tRNA_anti-codon","tRNA synthetases class II (D, K and N)|OB-fold nucleic acid binding domain"
"KAT8","ENSG00000103510","lysine acetyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:17933]",1,"PF11717|PF01853","Tudor-knot|MOZ_SAS","RNA binding activity-knot of a chromodomain|MOZ/SAS family"
"KHDRBS1","ENSG00000121774","KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]",1,"PF16274|PF00013|PF16568","Qua1|KH_1|Sam68-YY","Qua1 domain|KH domain|Tyrosine-rich domain of Sam68"
"KHDRBS2","ENSG00000112232","KH RNA binding domain containing, signal transduction associated 2 [Source:HGNC Symbol;Acc:HGNC:18114]",1,"PF00013|PF16274|PF16568","KH_1|Qua1|Sam68-YY","KH domain|Qua1 domain|Tyrosine-rich domain of Sam68"
"KHDRBS3","ENSG00000131773","KH RNA binding domain containing, signal transduction associated 3 [Source:HGNC Symbol;Acc:HGNC:18117]",1,"PF16568|PF00013|PF16274","Sam68-YY|KH_1|Qua1","Tyrosine-rich domain of Sam68|KH domain|Qua1 domain"
"KHSRP","ENSG00000088247","KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]",1,"PF09005|PF00013","DUF1897|KH_1","Domain of unknown function (DUF1897)|KH domain"
"L3MBTL3","ENSG00000198945","l(3)mbt-like 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:23035]",1,"PF00536|PF02820","SAM_1|MBT","SAM domain (Sterile alpha motif)|mbt repeat"
"LARP1","ENSG00000155506","La ribonucleoprotein domain family member 1 [Source:HGNC Symbol;Acc:HGNC:29531]",1,"PF05383","La","La domain"
"LARP1B","ENSG00000138709","La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]",1,"PF05383","La","La domain"
"LARP4","ENSG00000161813","La ribonucleoprotein domain family member 4 [Source:HGNC Symbol;Acc:HGNC:24320]",1,"PF05383","La","La domain"
"LARP4B","ENSG00000107929","La ribonucleoprotein domain family member 4B [Source:HGNC Symbol;Acc:HGNC:28987]",1,"PF05383","La","La domain"
"LARP6","ENSG00000166173","La ribonucleoprotein domain family member 6 [Source:HGNC Symbol;Acc:HGNC:24012]",1,"PF05383|PF12901","La","La domain"
"LARP7","ENSG00000174720","La ribonucleoprotein domain family member 7 [Source:HGNC Symbol;Acc:HGNC:24912]",1,"PF08777|PF05383|PF00076","RRM_3|La|RRM_1","RNA binding motif|La domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"LIN28A","ENSG00000131914","lin-28 homolog A [Source:HGNC Symbol;Acc:HGNC:15986]",1,"PF00098|PF00313","zf-CCHC|CSD","Zinc knuckle|'Cold-shock' DNA-binding domain"
"LIN28B","ENSG00000187772","lin-28 homolog B [Source:HGNC Symbol;Acc:HGNC:32207]",1,"PF00098|PF00313","zf-CCHC|CSD","Zinc knuckle|'Cold-shock' DNA-binding domain"
"LLGL1","ENSG00000131899","LLGL1, scribble cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:6628]",1,"PF00400|PF08366","WD40","WD domain, G-beta repeat"
"LRRFIP1","ENSG00000124831","LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]",1,"PF09738","DUF2051","Double stranded RNA binding protein (DUF2051)"
"LRRFIP2","ENSG00000093167","LRR binding FLII interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6703]",1,"PF09738","DUF2051","Double stranded RNA binding protein (DUF2051)"
"LRSAM1","ENSG00000148356","leucine rich repeat and sterile alpha motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25135]",1,"PF13855|PF13920|PF07647","LRR_8|zf-C3HC4_3|SAM_2","Leucine rich repeat|Zinc finger, C3HC4 type (RING finger)|SAM domain (Sterile alpha motif)"
"LSG1","ENSG00000041802","large 60S subunit nuclear export GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25652]",1,"PF01926","MMR_HSR1","50S ribosome-binding GTPase"
"LSM1","ENSG00000175324","LSM1 homolog, mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20472]",1,"PF01423","LSM","LSM domain"
"LSM10","ENSG00000181817","LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:17562]",1,"PF01423","LSM","LSM domain"
"LSM2","ENSG00000172850|ENSG00000204392|ENSG00000224979|ENSG00000225998|ENSG00000231502|ENSG00000236826","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]",1,"PF01423","LSM","LSM domain"
"LSM3","ENSG00000170860","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17874]",1,"PF01423","LSM","LSM domain"
"LSM4","ENSG00000130520","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17259]",1,"PF01423","LSM","LSM domain"
"LSM5","ENSG00000106355","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]",1,"PF01423","LSM","LSM domain"
"LSM6","ENSG00000164167","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17017]",1,"PF01423","LSM","LSM domain"
"LSM7","ENSG00000130332","LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20470]",1,"PF01423","LSM","LSM domain"
"LSM8","ENSG00000128534","LSM8 homolog, U6 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:20471]",1,"PF01423","LSM","LSM domain"
"MAGOH","ENSG00000162385","mago homolog, exon junction complex core component [Source:HGNC Symbol;Acc:HGNC:6815]",1,"PF02792","Mago_nashi","Mago nashi protein"
"MAGOHB","ENSG00000111196","mago homolog B, exon junction complex core component [Source:HGNC Symbol;Acc:HGNC:25504]",1,"PF02792","Mago_nashi","Mago nashi protein"
"MAZ","ENSG00000103495","MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914]",1,"PF00096|PF13894|PF12874","zf-C2H2|zf-C2H2_4|zf-met","Zinc finger, C2H2 type|C2H2-type zinc finger|Zinc-finger of C2H2 type"
"MBNL1","ENSG00000152601","muscleblind like splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:6923]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"MBNL2","ENSG00000139793","muscleblind like splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:16746]",1,"PF14608|PF00642","zf-CCCH_2|zf-CCCH","RNA-binding, Nab2-type zinc finger|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"MBNL3","ENSG00000076770","muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]",1,"PF00642|PF14608","zf-CCCH|zf-CCCH_2","Zinc finger C-x8-C-x5-C-x3-H type (and similar)|RNA-binding, Nab2-type zinc finger"
"MCTS1","ENSG00000232119","MCTS1, re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]",1,"PF01472","PUA","PUA domain"
"MEPCE","ENSG00000146834","methylphosphate capping enzyme [Source:HGNC Symbol;Acc:HGNC:20247]",1,"PF06859|PF13847","Bin3|Methyltransf_31","Bicoid-interacting protein 3 (Bin3)|Methyltransferase domain"
"MEX3A","ENSG00000254726","mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482]",1,"PF13920|PF00013","zf-C3HC4_3|KH_1","Zinc finger, C3HC4 type (RING finger)|KH domain"
"MEX3B","ENSG00000183496","mex-3 RNA binding family member B [Source:HGNC Symbol;Acc:HGNC:25297]",1,"PF00013|PF13920","KH_1|zf-C3HC4_3","KH domain|Zinc finger, C3HC4 type (RING finger)"
"MEX3C","ENSG00000176624","mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]",1,"PF13920|PF00013","zf-C3HC4_3|KH_1","Zinc finger, C3HC4 type (RING finger)|KH domain"
"MEX3D","ENSG00000181588","mex-3 RNA binding family member D [Source:HGNC Symbol;Acc:HGNC:16734]",1,"PF13920|PF00013","zf-C3HC4_3|KH_1","Zinc finger, C3HC4 type (RING finger)|KH domain"
"MIF4GD","ENSG00000125457","MIF4G domain containing [Source:HGNC Symbol;Acc:HGNC:24030]",1,"PF02854","MIF4G","MIF4G domain"
"MKRN1","ENSG00000133606","makorin ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:7112]",1,"PF00097|PF00642|PF15815","zf-C3HC4|zf-CCCH","Zinc finger, C3HC4 type (RING finger)|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"MKRN2","ENSG00000075975","makorin ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:7113]",1,"PF14608|PF00097|PF00642","zf-CCCH_2|zf-C3HC4|zf-CCCH","RNA-binding, Nab2-type zinc finger|Zinc finger, C3HC4 type (RING finger)|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"MKRN3","ENSG00000179455","makorin ring finger protein 3 [Source:HGNC Symbol;Acc:HGNC:7114]",1,"PF00097|PF15815","zf-C3HC4","Zinc finger, C3HC4 type (RING finger)"
