"Gene name","Ensembl ID","Gene description","Contains canonical RBD","Pfam ID","Protein domains","Pfam Description"
"NONO","ENSG00000147140","non-POU domain containing, octamer-binding [Source:HGNC Symbol;Acc:HGNC:7871]",1,"PF00076|PF08075","RRM_1|NOPS","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|NOPS (NUC059) domain"
"NOP10","ENSG00000182117","NOP10 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14378]",1,"PF04135","Nop10p","Nucleolar RNA-binding protein, Nop10p family"
"NOP14","ENSG00000087269","NOP14 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:16821]",0,"PF04147",NA,NA
"NOP16","ENSG00000048162","NOP16 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:26934]",0,"PF09420",NA,NA
"NOP2","ENSG00000111641","NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]",1,"PF17125|PF08062|PF01189","Methyltr_RsmF_N|Nol1_Nop2_Fmu","N-terminal domain of 16S rRNA methyltransferase RsmF|16S rRNA methyltransferase RsmF"
"NOP56","ENSG00000101361","NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]",1,"PF01798|PF08156","Nop","snoRNA binding domain, fibrillarin"
"NOP58","ENSG00000055044","NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]",1,"PF01798|PF08156","Nop","snoRNA binding domain, fibrillarin"
"NOP9","ENSG00000196943","NOP9 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:19826]",0,NA,NA,NA
"NOVA2","ENSG00000104967","NOVA alternative splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:7887]",1,"PF00013","KH_1","KH domain"
"NPM1","ENSG00000181163","nucleophosmin [Source:HGNC Symbol;Acc:HGNC:7910]",0,"PF03066|PF16276","Nucleoplasmin|NPM1-C","Nucleoplasmin|Nucleophosmin C-terminal domain"
"NPM3","ENSG00000107833","nucleophosmin/nucleoplasmin 3 [Source:HGNC Symbol;Acc:HGNC:7931]",0,"PF03066","Nucleoplasmin","Nucleoplasmin"
"NSA2","ENSG00000164346","NSA2, ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:30728]",0,"PF01201","Ribosomal_S8e","Ribosomal protein S8e"
"NSRP1","ENSG00000126653","nuclear speckle splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25305]",0,"PF09745",NA,NA
"NSUN2","ENSG00000037474","NOP2/Sun RNA methyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:25994]",1,"PF01189","Nol1_Nop2_Fmu","16S rRNA methyltransferase RsmF"
"NSUN5","ENSG00000130305","NOP2/Sun RNA methyltransferase family member 5 [Source:HGNC Symbol;Acc:HGNC:16385]",1,"PF01189","Nol1_Nop2_Fmu","16S rRNA methyltransferase RsmF"
"NUDT16L1","ENSG00000168101","nudix hydrolase 16 like 1 [Source:HGNC Symbol;Acc:HGNC:28154]",0,NA,NA,NA
"NUDT21","ENSG00000167005","nudix hydrolase 21 [Source:HGNC Symbol;Acc:HGNC:13870]",0,"PF13869","NUDIX_2","Nucleotide hydrolase"
"NUFIP1","ENSG00000083635","NUFIP1, FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8057]",0,"PF10453","NUFIP1","Nuclear fragile X mental retardation-interacting protein 1 (NUFIP1)"
"NUFIP2","ENSG00000108256","NUFIP2, FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17634]",0,"PF15293",NA,NA
"NUPL2","ENSG00000136243","nucleoporin like 2 [Source:HGNC Symbol;Acc:HGNC:17010]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"NXF1","ENSG00000162231","nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:HGNC:8071]",1,"PF09162|PF03943|PF02136","Tap-RNA_bind|TAP_C|NTF2","Tap, RNA-binding|TAP C-terminal domain|Nuclear transport factor 2 (NTF2) domain"
"OAS3","ENSG00000111331","2'-5'-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]",0,"PF10421|PF01909","OAS1_C|NTP_transf_2","2'-5'-oligoadenylate synthetase 1, domain 2, C-terminus|Nucleotidyltransferase domain"
"OASL","ENSG00000135114","2'-5'-oligoadenylate synthetase like [Source:HGNC Symbol;Acc:HGNC:8090]",0,"PF00240|PF10421","ubiquitin|OAS1_C","Ubiquitin family|2'-5'-oligoadenylate synthetase 1, domain 2, C-terminus"
"PA2G4","ENSG00000170515","proliferation-associated 2G4 [Source:HGNC Symbol;Acc:HGNC:8550]",0,"PF00557","Peptidase_M24","Metallopeptidase family M24"
"PABPC1","ENSG00000070756","poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]",1,"PF00658|PF00076","PABP|RRM_1","Poly-adenylate binding protein, unique domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PABPC4","ENSG00000090621","poly(A) binding protein cytoplasmic 4 [Source:HGNC Symbol;Acc:HGNC:8557]",1,"PF00658|PF00076","PABP|RRM_1","Poly-adenylate binding protein, unique domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PABPC4L","ENSG00000254535","poly(A) binding protein cytoplasmic 4 like [Source:HGNC Symbol;Acc:HGNC:31955]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PABPN1","ENSG00000100836","poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PAIP1","ENSG00000172239","poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945]",1,"PF07145|PF02854","PAM2|MIF4G","Ataxin-2 C-terminal region|MIF4G domain"
"PAPD5","ENSG00000121274","poly(A) RNA polymerase D5, non-canonical [Source:HGNC Symbol;Acc:HGNC:30758]",1,"PF01909|PF03828","NTP_transf_2|PAP_assoc","Nucleotidyltransferase domain|Cid1 family poly A polymerase"
"PAPOLA","ENSG00000090060","poly(A) polymerase alpha [Source:HGNC Symbol;Acc:HGNC:14981]",1,"PF04928|PF04926|PF01909","PAP_central|PAP_RNA-bind|NTP_transf_2","Poly(A) polymerase central domain|Poly(A) polymerase predicted RNA binding domain|Nucleotidyltransferase domain"
"PARK7","ENSG00000116288","Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]",0,"PF01965","DJ-1_PfpI","DJ-1/PfpI family"
"PARN","ENSG00000140694|ENSG00000274829","poly(A)-specific ribonuclease [Source:HGNC Symbol;Acc:HGNC:8609]",1,"PF08675|PF01424|PF04857","RNA_bind|R3H|CAF1","RNA binding domain|R3H domain|CAF1 family ribonuclease"
"PARP1","ENSG00000143799","poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]",0,"PF00533|PF08063|PF00645|PF05406|PF00644|PF02877","BRCT|PADR1|zf-PARP|WGR|PARP|PARP_reg","BRCA1 C Terminus (BRCT) domain|PADR1 (NUC008) domain|Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region|WGR domain|Poly(ADP-ribose) polymerase catalytic domain|Poly(ADP-ribose) polymerase, regulatory domain"
"PARP12","ENSG00000059378","poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]",1,"PF00642|PF02825|PF00644","zf-CCCH|WWE|PARP","Zinc finger C-x8-C-x5-C-x3-H type (and similar)|WWE domain|Poly(ADP-ribose) polymerase catalytic domain"
"PARP4","ENSG00000102699","poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271]",0,"PF00644|PF00533|PF00092|PF08487","PARP|BRCT|VWA","Poly(ADP-ribose) polymerase catalytic domain|BRCA1 C Terminus (BRCT) domain|von Willebrand factor type A domain"
"PATL1","ENSG00000166889","PAT1 homolog 1, processing body mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:26721]",0,"PF09770","PAT1","Topoisomerase II-associated protein PAT1"
"PCBP1","ENSG00000169564","poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8647]",1,"PF00013","KH_1","KH domain"
"PCBP2","ENSG00000197111","poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]",1,"PF00013","KH_1","KH domain"
"PCBP3","ENSG00000183570","poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:8651]",1,"PF00013","KH_1","KH domain"
"PCBP4","ENSG00000090097","poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652]",1,"PF00013","KH_1","KH domain"
"PCF11","ENSG00000165494","PCF11 cleavage and polyadenylation factor subunit [Source:HGNC Symbol;Acc:HGNC:30097]",0,"PF04818","CTD_bind","RNA polymerase II-binding domain."
"PDCD11","ENSG00000148843","programmed cell death 11 [Source:HGNC Symbol;Acc:HGNC:13408]",1,"PF05843|PF00575","Suf|S1","Suppressor of forked protein (Suf)|S1 RNA binding domain"
"PDCD4","ENSG00000150593","programmed cell death 4 (neoplastic transformation inhibitor) [Source:HGNC Symbol;Acc:HGNC:8763]",0,"PF02847","MA3","MA3 domain"
"PDE12","ENSG00000174840","phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]",0,"PF03372","Exo_endo_phos","Endonuclease/Exonuclease/phosphatase family"
"PEG10","ENSG00000242265","paternally expressed 10 [Source:HGNC Symbol;Acc:HGNC:14005]",0,"PF16297",NA,NA
"PELO","ENSG00000152684","pelota homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:8829]",1,"PF03463|PF03465|PF03464","eRF1_1|eRF1_3|eRF1_2","eRF1 domain 1|eRF1 domain 3|eRF1 domain 2"
"PES1","ENSG00000100029","pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]",0,"PF16589|PF06732","BRCT_2","BRCT domain, a BRCA1 C-terminus domain"
"PHF5A","ENSG00000100410","PHD finger protein 5A [Source:HGNC Symbol;Acc:HGNC:18000]",0,"PF03660","PHF5","PHF5-like protein"
"PHRF1","ENSG00000070047|ENSG00000274780","PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:24351]",0,"PF13639|PF00628","zf-RING_2|PHD","Ring finger domain|PHD-finger"
"PIN4","ENSG00000102309","peptidylprolyl cis/trans isomerase, NIMA-interacting 4 [Source:HGNC Symbol;Acc:HGNC:8992]",0,"PF13616","Rotamase_3","PPIC-type PPIASE domain"
"PINX1","ENSG00000254093","PIN2/TERF1 interacting, telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]",1,"PF01585",NA,NA
"PLRG1","ENSG00000171566","pleiotropic regulator 1 [Source:HGNC Symbol;Acc:HGNC:9089]",1,"PF00400","WD40","WD domain, G-beta repeat"
"PNN","ENSG00000100941","pinin, desmosome associated protein [Source:HGNC Symbol;Acc:HGNC:9162]",0,"PF04697|PF04696",NA,NA
"PNO1","ENSG00000115946","partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]",1,"PF00013","KH_1","KH domain"
"PNPT1","ENSG00000138035","polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166]",1,"PF03726|PF00575|PF03725|PF01138|PF00013","PNPase|S1|RNase_PH_C|RNase_PH|KH_1","Polyribonucleotide nucleotidyltransferase, RNA binding domain|S1 RNA binding domain|3' exoribonuclease family, domain 2|3' exoribonuclease family, domain 1|KH domain"
"POLDIP3","ENSG00000100227","DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"POLR2A","ENSG00000181222","RNA polymerase II subunit A [Source:HGNC Symbol;Acc:HGNC:9187]",0,"PF04992|PF00623|PF04998|PF05001|PF04983|PF04990|PF05000|PF04997","RNA_pol_Rpb1_6|RNA_pol_Rpb1_2|RNA_pol_Rpb1_5|RNA_pol_Rpb1_R|RNA_pol_Rpb1_3|RNA_pol_Rpb1_7|RNA_pol_Rpb1_4|RNA_pol_Rpb1_1","RNA polymerase Rpb1, domain 6|RNA polymerase Rpb1, domain 2|RNA polymerase Rpb1, domain 5|RNA polymerase Rpb1 C-terminal repeat|RNA polymerase Rpb1, domain 3|RNA polymerase Rpb1, domain 7|RNA polymerase Rpb1, domain 4|RNA polymerase Rpb1, domain 1"
"POLR2B","ENSG00000047315","RNA polymerase II subunit B [Source:HGNC Symbol;Acc:HGNC:9188]",0,"PF04567|PF00562|PF04560|PF04561|PF04566|PF04563|PF04565","RNA_pol_Rpb2_5|RNA_pol_Rpb2_6|RNA_pol_Rpb2_7|RNA_pol_Rpb2_2|RNA_pol_Rpb2_4|RNA_pol_Rpb2_1|RNA_pol_Rpb2_3","RNA polymerase Rpb2, domain 5|RNA polymerase Rpb2, domain 6|RNA polymerase Rpb2, domain 7|RNA polymerase Rpb2, domain 2|RNA polymerase Rpb2, domain 4|RNA polymerase beta subunit|RNA polymerase Rpb2, domain 3"
"POLRMT","ENSG00000099821","RNA polymerase mitochondrial [Source:HGNC Symbol;Acc:HGNC:9200]",0,"PF14700|PF00940","RPOL_N|RNA_pol","DNA-directed RNA polymerase N-terminal|DNA-dependent RNA polymerase"
"POP1","ENSG00000104356","POP1 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30129]",0,"PF06978|PF08170",NA,NA
"POP4","ENSG00000105171","POP4 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30081]",0,"PF01868","UPF0086","Domain of unknown function UPF0086"
"POP7","ENSG00000172336","POP7 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:19949]",0,"PF12328","Rpp20","Rpp20 subunit of nuclear RNase MRP and P"
"PPAN","ENSG00000130810","peter pan homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:9227]",1,"PF04427","Brix","Brix domain"
"PPIE","ENSG00000084072","peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]",1,"PF00160|PF00076","Pro_isomerase|RRM_1","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PPIL4","ENSG00000131013","peptidylprolyl isomerase like 4 [Source:HGNC Symbol;Acc:HGNC:15702]",1,"PF00160|PF00076","Pro_isomerase|RRM_1","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PPP1R10","ENSG00000204569|ENSG00000206489|ENSG00000227804|ENSG00000230995|ENSG00000231737|ENSG00000235291|ENSG00000238104","protein phosphatase 1 regulatory subunit 10 [Source:HGNC Symbol;Acc:HGNC:9284]",1,"PF00642|PF08711","zf-CCCH|Med26","Zinc finger C-x8-C-x5-C-x3-H type (and similar)|TFIIS helical bundle-like domain"
"PPRC1","ENSG00000148840","peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:HGNC Symbol;Acc:HGNC:30025]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PQBP1","ENSG00000102103","polyglutamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9330]",0,"PF00397","WW","WW domain"
"PRDX1","ENSG00000117450","peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]",0,"PF10417|PF00578","1-cysPrx_C|AhpC-TSA","C-terminal domain of 1-Cys peroxiredoxin|AhpC/TSA family"
"PRKDC","ENSG00000253729","protein kinase, DNA-activated, catalytic polypeptide [Source:HGNC Symbol;Acc:HGNC:9413]",0,"PF02259|PF08163|PF02260|PF00454","FAT|FATC|PI3_PI4_kinase","FAT domain|FATC domain|Phosphatidylinositol 3- and 4-kinase"
"PRKRA","ENSG00000180228","protein activator of interferon induced protein kinase EIF2AK2 [Source:HGNC Symbol;Acc:HGNC:9438]",1,"PF16482|PF00035","Staufen_C|dsrm","Staufen C-terminal domain|Double-stranded RNA binding motif"
"PRPF19","ENSG00000110107","pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896]",1,"PF00400|PF04564|PF08606","WD40|U-box|Prp19","WD domain, G-beta repeat|U-box domain|Prp19/Pso4-like"
"PRPF3","ENSG00000117360","pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]",1,"PF01480|PF08572|PF06544","PWI|DUF1115","PWI domain|Protein of unknown function (DUF1115)"
"PRPF31","ENSG00000105618|ENSG00000274144|ENSG00000274651|ENSG00000274894|ENSG00000275117|ENSG00000275885|ENSG00000276421|ENSG00000277154|ENSG00000277707|ENSG00000277953","pre-mRNA processing factor 31 [Source:HGNC Symbol;Acc:HGNC:15446]",1,"PF09785|PF01798","Nop","snoRNA binding domain, fibrillarin"
"PRPF38A","ENSG00000134748","pre-mRNA processing factor 38A [Source:HGNC Symbol;Acc:HGNC:25930]",0,"PF03371|PF12871",NA,NA
"PRPF38B","ENSG00000134186","pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512]",0,"PF03371",NA,NA
"PRPF4","ENSG00000136875","pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]",1,"PF00400|PF08799","WD40|PRP4","WD domain, G-beta repeat|pre-mRNA processing factor 4 (PRP4) like"
"PRPF40A","ENSG00000196504","pre-mRNA processing factor 40 homolog A [Source:HGNC Symbol;Acc:HGNC:16463]",0,"PF01846|PF00397","FF|WW","FF domain|WW domain"
"PRPF4B","ENSG00000112739","pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346]",0,"PF00069","Pkinase","Protein kinase domain"
"PRPF6","ENSG00000101161","pre-mRNA processing factor 6 [Source:HGNC Symbol;Acc:HGNC:15860]",0,"PF14559|PF06424|PF13181","TPR_19|TPR_8","Tetratricopeptide repeat"
"PRPF8","ENSG00000174231|ENSG00000274442","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]",1,"PF08084|PF08082|PF10596|PF10597|PF12134|PF08083|PF01398|PF10598","PROCT|PRO8NT|U6-snRNA_bdg|U5_2-snRNA_bdg|PRP8_domainIV|PROCN|JAB|RRM_4","PROCT (NUC072) domain|PRO8NT (NUC069), PrP8 N-terminal domain|U6-snRNA interacting domain of PrP8|U5-snRNA binding site 2 of PrP8|PRP8 domain IV core|PROCN (NUC071) domain|JAB1/Mov34/MPN/PAD-1 ubiquitin protease|RNA recognition motif of the spliceosomal PrP8"
"PRR3","ENSG00000204576|ENSG00000206491|ENSG00000223766|ENSG00000223887|ENSG00000228186|ENSG00000229202|ENSG00000233564","proline rich 3 [Source:HGNC Symbol;Acc:HGNC:21149]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"PSIP1","ENSG00000164985","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]",0,"PF00855|PF11467","PWWP|LEDGF","PWWP domain|Lens epithelium-derived growth factor (LEDGF)"
"PSMA1","ENSG00000129084","proteasome subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]",0,"PF10584|PF00227","Proteasome_A_N|Proteasome","Proteasome subunit A N-terminal signature|Proteasome subunit"
"PSMA6","ENSG00000100902","proteasome subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:9535]",0,"PF00227|PF10584","Proteasome|Proteasome_A_N","Proteasome subunit|Proteasome subunit A N-terminal signature"
"PSPC1","ENSG00000121390","paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320]",1,"PF00076|PF08075","RRM_1|NOPS","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|NOPS (NUC059) domain"
"PTBP1","ENSG00000011304","polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]",1,"PF13893|PF00076","RRM_5|RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PTBP2","ENSG00000117569","polypyrimidine tract binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17662]",1,"PF00076|PF13893","RRM_1|RRM_5","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PTBP3","ENSG00000119314","polypyrimidine tract binding protein 3 [Source:HGNC Symbol;Acc:HGNC:10253]",1,"PF00076|PF13893","RRM_1|RRM_5","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PTCD1","ENSG00000106246","pentatricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:22198]",0,"PF13812|PF17177","PPR_3","Pentatricopeptide repeat domain"
"PTCD2","ENSG00000049883","pentatricopeptide repeat domain 2 [Source:HGNC Symbol;Acc:HGNC:25734]",0,"PF10037","MRP-S27","Mitochondrial 28S ribosomal protein S27"
"PTCD3","ENSG00000132300","pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:24717]",0,"PF13041|PF13812","PPR_2|PPR_3","PPR repeat family|Pentatricopeptide repeat domain"
"PTGES3","ENSG00000110958","prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049]",0,"PF04969","CS","CS domain"
"PTRF","ENSG00000177469","polymerase I and transcript release factor [Source:HGNC Symbol;Acc:HGNC:9688]",0,"PF15237","PTRF_SDPR","PTRF/SDPR family"
"PTRH1","ENSG00000187024","peptidyl-tRNA hydrolase 1 homolog [Source:HGNC Symbol;Acc:HGNC:27039]",1,"PF01195","Pept_tRNA_hydro","Peptidyl-tRNA hydrolase"
"PUF60","ENSG00000179950|ENSG00000274081","poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PUM1","ENSG00000134644","pumilio RNA binding family member 1 [Source:HGNC Symbol;Acc:HGNC:14957]",1,"PF00806","PUF","Pumilio-family RNA binding repeat"
"PUM2","ENSG00000055917","pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]",1,"PF00806","PUF","Pumilio-family RNA binding repeat"
"PUM3","ENSG00000080608","pumilio RNA binding family member 3 [Source:HGNC Symbol;Acc:HGNC:29676]",0,"PF08144","CPL","CPL (NUC119) domain"
"PURA","ENSG00000185129","purine rich element binding protein A [Source:HGNC Symbol;Acc:HGNC:9701]",1,"PF04845","PurA","PurA ssDNA and RNA-binding protein"
"PURB","ENSG00000146676","purine rich element binding protein B [Source:HGNC Symbol;Acc:HGNC:9702]",1,"PF04845","PurA","PurA ssDNA and RNA-binding protein"
"PUS1","ENSG00000177192","pseudouridylate synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508]",1,"PF01416","PseudoU_synth_1","tRNA pseudouridine synthase"
"PUS7","ENSG00000091127","pseudouridylate synthase 7 (putative) [Source:HGNC Symbol;Acc:HGNC:26033]",1,"PF01142","TruD","tRNA pseudouridine synthase D (TruD)"
"PWP2","ENSG00000241945","PWP2 periodic tryptophan protein homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:9711]",1,"PF04003|PF00400","WD40","WD domain, G-beta repeat"
"PYM1","ENSG00000170473","PYM homolog 1, exon junction complex associated factor [Source:HGNC Symbol;Acc:HGNC:30258]",0,"PF09282","Mago-bind","Mago binding"
"QARS","ENSG00000172053","glutaminyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:9751]",1,"PF03950|PF00749|PF04558|PF04557","tRNA-synt_1c_C|tRNA-synt_1c|tRNA_synt_1c_R1|tRNA_synt_1c_R2","tRNA synthetases class I (E and Q), anti-codon binding domain|tRNA synthetases class I (E and Q), catalytic domain|Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1|Glutaminyl-tRNA synthetase, non-specific RNA binding region part 2"
"QKI","ENSG00000112531","QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]",1,"PF16544|PF00013|PF16551","STAR_dimer|KH_1","Homodimerisation region of STAR domain protein|KH domain"
"QTRT1","ENSG00000213339","queuine tRNA-ribosyltransferase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:23797]",0,"PF01702","TGT","Queuine tRNA-ribosyltransferase"
"R3HCC1","ENSG00000104679","R3H domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:27329]",1,"PF01424","R3H","R3H domain"
"R3HDM1","ENSG00000048991","R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]",1,"PF12752|PF01424","R3H","R3H domain"
"R3HDM2","ENSG00000179912","R3H domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29167]",1,"PF01424|PF12752","R3H","R3H domain"
"RAE1","ENSG00000101146","ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]",1,"PF00400","WD40","WD domain, G-beta repeat"
"RALY","ENSG00000125970","RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RAN","ENSG00000132341","RAN, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9846]",0,"PF00071","Ras","Ras family"
"RANBP2","ENSG00000153201","RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]",0,"PF00160|PF00641|PF12185|PF00638","Pro_isomerase|zf-RanBP|IR1-M|Ran_BP1","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD|Zn-finger in Ran binding protein and others|Nup358/RanBP2 E3 ligase domain|RanBP1 domain"
"RANBP6","ENSG00000137040","RAN binding protein 6 [Source:HGNC Symbol;Acc:HGNC:9851]",0,"PF13646|PF02985","HEAT_2|HEAT","HEAT repeats|HEAT repeat"
"RARS","ENSG00000113643","arginyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:9870]",0,"PF00750|PF03485|PF05746","tRNA-synt_1d|Arg_tRNA_synt_N|DALR_1","tRNA synthetases class I (R)|Arginyl tRNA synthetase N terminal domain|DALR anticodon binding domain"
"RAVER1","ENSG00000161847","ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RAVER2","ENSG00000162437","ribonucleoprotein, PTB binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBBP6","ENSG00000122257","RB binding protein 6, ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:9889]",0,"PF04564|PF13696|PF08783","U-box|zf-CCHC_2|DWNN","U-box domain|Zinc knuckle|DWNN domain"
"RBFOX2","ENSG00000100320|ENSG00000277564","RNA binding protein, fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]",1,"PF12414|PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM10","ENSG00000182872","RNA binding motif protein 10 [Source:HGNC Symbol;Acc:HGNC:9896]",1,"PF00641|PF00076|PF01585","zf-RanBP|RRM_1","Zn-finger in Ran binding protein and others|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM12","ENSG00000244462","RNA binding motif protein 12 [Source:HGNC Symbol;Acc:HGNC:9898]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM12B","ENSG00000183808","RNA binding motif protein 12B [Source:HGNC Symbol;Acc:HGNC:32310]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
